,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
0,"The ability to adapt to physical actions and constraints in an environment is crucial for embodied agents (e.g., robots) to effectively collaborate with humans. Such physically grounded human-AI collaboration must account for the increased complexity of the continuous state-action space and constrained dynamics caused by physical constraints. In this paper, we introduce \textit{Moving Out}, a new human-AI collaboration benchmark that resembles a wide range of collaboration modes affected by physical attributes and constraints, such as moving heavy items together and maintaining consistent actions to move a big item around a corner. Using Moving Out, we designed two tasks and collected human-human interaction data to evaluate models' abilities to adapt to diverse human behaviors and unseen physical attributes. To address the challenges in physical environments, we propose a novel method, BASS (Behavior Augmentation, Simulation, and Selection), to enhance the diversity of agents and their understanding of the outcome of actions. Our experiments show that BASS outperforms state-of-the-art models in AI-AI and human-AI collaboration. The project page is available at \href{https://live-robotics-uva.github.io/movingout_ai/}{https://live-robotics-uva.github.io/movingout\_ai/}.","适应环境中的物理动作和限制的能力,对于内装物剂(如机器人)有效与人类合作至关重要。这种基于物理的人类-AI合作必须说明持续的国家-行动空间和因物理限制造成的受限动态的日益复杂性。在本文中,我们引入了一个新的人类-AI合作基准,类似于受物理属性和限制影响的广泛合作模式,例如将重物品一起移动,并保持一致的行动,以移动一个大项目。我们利用“搬出去”设计了两项任务,并收集了人与人的互动数据,以评价模型适应不同人类行为和看不见的物理特征的能力。为了应对物理环境中的挑战,我们提出了一种新颖的方法,即“BASS”(Behavior 增强、模拟和选择),以加强代理人的多样性和他们对行动结果的理解。我们的实验显示,BAS在AI-AI和人类-AI的协作中超越了“艺术”的状态模式。项目页面可在以下查阅:hrefefes://live-rovotiotio. am_ívotios/ buvotius/autrus/ mauttius.","Xuhui Kang, Sung-Wook Lee, Haolin Liu, Yuyan Wang, Yen-Ling Kuo",2025-07-24T17:57:18Z,Moving Out: Physically-grounded Human-AI Collaboration,Ausstieg: physikalisch begründete Mensch-AI-Kollaboration,搬出:基于身体的人类 -- -- AI协作,http://arxiv.org/abs/2507.18623v1
1,"Cooperative multi-agent reinforcement learning (MARL) is typically formalised as a Decentralised Partially Observable Markov Decision Process (Dec-POMDP), where agents must reason about the environment and other agents' behaviour. In practice, current model-free MARL algorithms use simple recurrent function approximators to address the challenge of reasoning about others using partial information. In this position paper, we argue that the empirical success of these methods is not due to effective Markov signal recovery, but rather to learning simple conventions that bypass environment observations and memory. Through a targeted case study, we show that co-adapting agents can learn brittle conventions, which then fail when partnered with non-adaptive agents. Crucially, the same models can learn grounded policies when the task design necessitates it, revealing that the issue is not a fundamental limitation of the learning models but a failure of the benchmark design. Our analysis also suggests that modern MARL environments may not adequately test the core assumptions of Dec-POMDPs. We therefore advocate for new cooperative environments built upon two core principles: (1) behaviours grounded in observations and (2) memory-based reasoning about other agents, ensuring success requires genuine skill rather than fragile, co-adapted agreements.","合作性多试剂强化学习(MARL)通常被正规化为分散化部分可观测的马尔科夫决定程序(Dec-POMDP),代理商必须了解环境和其他代理商的行为。实际上,目前的无模型的MARL算法使用简单的经常性功能相近器来应对对使用部分信息的其他人进行推理的挑战。在本立场文件中,我们争辩说,这些方法的成功经验不是由于有效的Markov信号恢复,而是因为学习绕过环境观测和记忆的简单公约。我们通过有针对性的案例研究,表明共同适应的代理商可以学习易碎的公约,而当与非适应剂合作时,这些公约就会失败。至关重要的是,在任务设计需要时,同样的模型可以学习基于基础的政策,表明这个问题不是学习模式的基本限制,而是基准设计失败。我们的分析还表明,现代的MARL环境可能无法充分测试Dec-POMDPs的核心假设。我们因此倡导基于两个核心原则的新的合作环境:(1)基于观察的行为和(2)基于记忆的推理,而不是基于其他脆弱代理商的真正成功的技能。","Kale-ab Abebe Tessera, Leonard Hinckeldey, Riccardo Zamboni, David Abel, Amos Storkey",2025-07-24T11:59:42Z,Remembering the Markov Property in Cooperative MARL,Erinnerung an das Markov-Grundstück in der Genossenschaft MARL,记得马尔科夫在MARL合作社中的财产,http://arxiv.org/abs/2507.18333v1
2,"Autonomous traffic agents (ATAs) are expected to act in ways tat are not only safe, but also aligned with stakeholder values across legal, social, and moral dimensions. In this paper, we adopt an established formal model of conflict from epistemic game theory to support the development of such agents. We focus on value conflicts-situations in which agents face competing goals rooted in value-laden situations and show how conflict analysis can inform key phases of the design process. This includes value elicitation, capability specification, explanation, and adaptive system refinement. We elaborate and apply the concept of Value-Aligned Operational Design Domains (VODDs) to structure autonomy in accordance with contextual value priorities. Our approach shifts the emphasis from solving moral dilemmas at runtime to anticipating and structuring value-sensitive behaviour during development.","自主交通代理商(ATAs)的行事方式不仅安全,而且符合法律、社会和道德方面利益攸关方的价值观; 在本文件中,我们采用了一个既定的正式冲突模式,从迷你游戏理论到支持此类代理商的发展; 我们侧重于价值冲突情况,即代理商面临源于价值拉累情况的相互竞争的目标,并表明冲突分析如何为设计过程的关键阶段提供信息;这包括价值采集、能力规格、解释和适应性系统完善; 我们制定并应用价值统一操作设计域的概念,以根据背景价值优先事项构建自主性; 我们的方法将重点从在运行时解决道德困境转向在发展过程中预测和构建对价值敏感的行为。","Astrid Rakow, Joe Collenette, Maike Schwammberger, Marija Slavkovik, Gleifer Vs Alves",2025-07-24T10:37:00Z,Designing Value-Aligned Traffic Agents through Conflict Sensitivity,Gestaltung wertorientierter Verkehrsagenten durch Konfliktsensitivität,通过冲突敏感性设计符合价值的交通代理,http://arxiv.org/abs/2507.18284v1
3,"Multi-robot coordination has traditionally relied on a mission-specific and expert-driven pipeline, where natural language mission descriptions are manually translated by domain experts into mathematical formulation, algorithm design, and executable code. This conventional process is labor-intensive, inaccessible to non-experts, and inflexible to changes in mission requirements. Here, we propose LAN2CB (Language to Collective Behavior), a novel framework that leverages large language models (LLMs) to streamline and generalize the multi-robot coordination pipeline. LAN2CB transforms natural language (NL) mission descriptions into executable Python code for multi-robot systems through two core modules: (1) Mission Analysis, which parses mission descriptions into behavior trees, and (2) Code Generation, which leverages the behavior tree and a structured knowledge base to generate robot control code. We further introduce a dataset of natural language mission descriptions to support development and benchmarking. Experiments in both simulation and real-world environments demonstrate that LAN2CB enables robust and flexible multi-robot coordination from natural language, significantly reducing manual engineering effort and supporting broad generalization across diverse mission types. Website: https://sites.google.com/view/lan-cb","多机器人协调历来依赖一个特派团专用和专家驱动的管道,其中自然语言任务说明由域专家人工转换成数学配制、算法设计和可执行代码。这一常规过程是劳动密集型的,非专家无法使用,无法灵活地适应任务要求的变化。在这里,我们提议使用LAN2CB(集体行为语言至集体行为),这是一个利用大型语言模式简化和普及多机器人协调管道的新框架。 LAN2CB将自然语言(NL)任务说明转换成多机器人系统可执行的 Python 代码,通过两个核心模块:(1) 任务分析,将任务描述划为行为树,和(2) 代码生成,利用行为树和结构知识库生成机器人控制代码。我们进一步引入一套自然语言任务说明数据集,以支持发展和基准化。在模拟和现实世界环境中进行的实验表明,LAN2CB使多机器人系统系统的描述能够从自然语言中实现可靠和灵活的多机器人协调,大大减少了手工工程努力,并支持了不同类型任务的一般化。 http://mexiolog/clusional orges.","Zhehui Huang, Guangyao Shi, Yuwei Wu, Vijay Kumar, Gaurav S. Sukhatme",2025-07-24T09:25:12Z,Compositional Coordination for Multi-Robot Teams with Large Language   Models,Kompositionskoordination für Multi-Roboter-Teams mit großen Sprachmodellen,具有大语言模式的多机器人小组的组成协调,http://arxiv.org/abs/2507.16068v2
4,"Multi-agent systems (MAS) based on large language models (LLMs) have emerged as a powerful solution for dealing with complex problems across diverse domains. The effectiveness of MAS is critically dependent on its collaboration topology, which has become a focal point for automated design research. However, existing approaches are fundamentally constrained by their reliance on a template graph modification paradigm with a predefined set of agents and hard-coded interaction structures, significantly limiting their adaptability to task-specific requirements. To address these limitations, we reframe MAS design as a conditional autoregressive graph generation task, where both the system composition and structure are designed jointly. We propose ARG-Designer, a novel autoregressive model that operationalizes this paradigm by constructing the collaboration graph from scratch. Conditioned on a natural language task query, ARG-Designer sequentially and dynamically determines the required number of agents, selects their appropriate roles from an extensible pool, and establishes the optimal communication links between them. This generative approach creates a customized topology in a flexible and extensible manner, precisely tailored to the unique demands of different tasks. Extensive experiments across six diverse benchmarks demonstrate that ARG-Designer not only achieves state-of-the-art performance but also enjoys significantly greater token efficiency and enhanced extensibility. The source code of ARG-Designer is available at https://github.com/Shiy-Li/ARG-Designer.","以大型语言模型为基础的多试剂系统(MAS)已经成为处理不同领域复杂问题的有力解决办法,而MAS的有效性则主要取决于其协作型态,而后者已成为自动化设计研究的协调中心,然而,现有办法基本上受到制约,因为它们依赖一个模板图修改模式,其中含有一套预先定义的代理和硬编码的互动结构,大大限制其适应特定任务要求的能力。为了解决这些限制,我们重新将MAS设计作为有条件的自动递增图形生成任务,其中系统构成和结构是联合设计的。我们建议了ARG-Deleter,这是一种新的自动递增模式,从零开始构建合作图案,使这一模式运作起来。在自然语言任务查询、ARG-Deder按顺序和动态确定所需数量,从一个可扩展的集合中选择其适当作用,并在它们之间建立最佳的通信联系。这种归正式方法以灵活和可扩展的方式创建了一种定制的表层,不完全适应不同任务的独特要求。在六种不同任务上进行广泛的跨比例实验,在六个不同层次上也具有更高的业绩基准。","Shiyuan Li, Yixin Liu, Qingsong Wen, Chengqi Zhang, Shirui Pan",2025-07-24T09:17:41Z,Assemble Your Crew: Automatic Multi-agent Communication Topology Design   via Autoregressive Graph Generation,Assembly Your Crew: Automatisches Multi-Agenten-Kommunikationstopologie-Design über autoregressive Graphen-Generierung,通过自动递减图形生成将您的组群组合成:自动多剂多剂通信地形设计,http://arxiv.org/abs/2507.18224v1
5,"Reinforcement learning (RL) shows great potential for optimizing multi-vehicle cooperative driving strategies through the state-action-reward feedback loop, but it still faces challenges such as low sample efficiency. This paper proposes a differentiated reward method based on steady-state transition systems, which incorporates state transition gradient information into the reward design by analyzing traffic flow characteristics, aiming to optimize action selection and policy learning in multi-vehicle cooperative decision-making. The performance of the proposed method is validated in RL algorithms such as MAPPO, MADQN, and QMIX under varying autonomous vehicle penetration. The results show that the differentiated reward method significantly accelerates training convergence and outperforms centering reward and others in terms of traffic efficiency, safety, and action rationality. Additionally, the method demonstrates strong scalability and environmental adaptability, providing a novel approach for multi-agent cooperative decision-making in complex traffic scenarios.","强化学习(RL)显示出通过州-行动回报反馈循环优化多车辆合作驱动战略的巨大潜力,但仍然面临样本效率低等挑战。本文件提出基于稳定状态过渡制度的有区别奖励方法,通过分析交通流量特点将国家过渡梯度信息纳入奖励设计,目的是在多车辆合作决策中优化行动选择和政策学习。拟议方法的绩效在州-行动回报反馈循环(MAPO、MADQN和QMIX)等RL算法中被验证,在不同的机动车辆自主渗透下得到验证。结果显示,有区别的奖励方法大大加快了培训的趋同,在交通效率、安全和行动合理性方面超越了奖励的核心。此外,该方法展示了强大的可伸缩性和环境适应性,为复杂交通情况中的多剂合作决策提供了新的方法。","Ye Han, Lijun Zhang, Dejian Meng, Zhuang Zhang",2025-07-24T06:12:24Z,A Differentiated Reward Method for Reinforcement Learning based   Multi-Vehicle Cooperative Decision-Making Algorithms,Eine differenzierte Prämienmethode für verstärktes Lernen auf der Grundlage von Multi-Fahrzeug-Kooperativen-Entscheidungs-Making-Algorithmen,基于多维合作社决策的强化学习有区别的奖励方法,http://arxiv.org/abs/2502.00352v2
6,"Due to practical constraints such as partial observability and limited communication, Centralized Training with Decentralized Execution (CTDE) has become the dominant paradigm in cooperative Multi-Agent Reinforcement Learning (MARL). However, existing CTDE methods often underutilize centralized training or lack theoretical guarantees. We propose Multi-Agent Guided Policy Optimization (MAGPO), a novel framework that better leverages centralized training by integrating centralized guidance with decentralized execution. MAGPO uses an auto-regressive joint policy for scalable, coordinated exploration and explicitly aligns it with decentralized policies to ensure deployability under partial observability. We provide theoretical guarantees of monotonic policy improvement and empirically evaluate MAGPO on 43 tasks across 6 diverse environments. Results show that MAGPO consistently outperforms strong CTDE baselines and matches or surpasses fully centralized approaches, offering a principled and practical solution for decentralized multi-agent learning. Our code and experimental data can be found in https://github.com/liyheng/MAGPO.","由于一些实际制约因素,如部分可观性和有限的沟通,集中化执行培训已成为多机构强化学习合作(MARL)的主要模式,然而,现有的中央化培训方法往往没有充分利用集中化培训,或缺乏理论保障。我们建议多机构引导政策优化(MAGPO)这个新的框架,通过将集中化指导与分散执行相结合,更好地利用集中化培训。MAGPO采用自动回归式联合政策,进行可扩展、协调的探索,并明确将其与分散化政策保持一致,以确保在局部易懂性下部署性。我们从理论上保证单方政策改进,并实证地评价在六个不同环境中43项任务的宏观化政策。结果显示,MAGPO一贯地超越强大的CTDE基线,并匹配或超过完全集中化的方法,为分散化多机构学习提供了原则性和实用的解决方案。我们的代码和实验数据见https://github.com/liyheng/MAGPO。","Yueheng Li, Guangming Xie, Zongqing Lu",2025-07-24T03:22:21Z,Multi-Agent Guided Policy Optimization,Multi-Agent gesteuerte Politikoptimierung,多边机构引导政策优化政策,http://arxiv.org/abs/2507.18059v1
7,"Designing industrial systems, such as building, improving, and automating distribution centers and manufacturing plants, involves critical decision-making with limited information in the early phases. The lack of information leads to less accurate designs of the systems, which are often difficult to resolve later. It is effective to use simulators to model the designed system and find out the issues early. However, the modeling time required by conventional simulators is too long to allow for rapid model creation to meet decision-making demands. In this paper, we propose a Rapid Modeling Architecture (RMA) for a lightweight industrial simulator that mitigates the modeling burden while maintaining the essential details in order to accelerate and improve decision-making. We have prototyped a simulator based on the RMA and applied it to the actual factory layout design problem. We also compared the modeling time of our simulator to that of an existing simulator, and as a result, our simulator achieved a 78.3% reduction in modeling time compared to conventional simulators.","设计工业系统,如建筑、改进和自动化分销中心和制造厂等设计工业系统,需要在早期阶段以有限的信息进行关键决策;缺乏信息导致系统设计不准确,往往难以在以后解决;使用模拟器模拟设计设计系统并及早发现问题十分有效;然而,常规模拟器所需的模拟时间太长,无法迅速创建模型以满足决策需求;在本文件中,我们提议为轻量级工业模拟器建立一个快速建模结构(RMA),以减轻建模负担,同时保持基本细节,以加快和改进决策;我们根据RMA制作了模拟器,并将其应用于实际的工厂布局设计问题;我们还将模拟器的建模时间与现有模拟器的建模时间作了比较,结果我们的模拟器比常规模拟器减少了78.3%的建模时间。","Takumi Kato, Zhi Li Hu",2025-07-23T23:46:57Z,Rapid Modeling Architecture for Lightweight Simulator to Accelerate and   Improve Decision Making for Industrial Systems,Schnelle Modellierungsarchitektur für leichte Simulatoren zur Beschleunigung und Verbesserung der Entscheidungsfindung für industrielle Systeme,加快和改进工业系统决策的轻型模拟器快速建模架构,http://arxiv.org/abs/2507.17990v1
8,"We extend the formalism of Conjectural Variations games to Stackelberg games involving multiple leaders and a single follower. To solve these nonconvex games, a common assumption is that the leaders compute their strategies having perfect knowledge of the follower's best response. However, in practice, the leaders may have little to no knowledge about the other players' reactions. To deal with this lack of knowledge, we assume that each leader can form conjectures about the other players' best responses, and update its strategy relying on these conjectures. Our contributions are twofold: (i) On the theoretical side, we introduce the concept of Conjectural Stackelberg Equilibrium -- keeping our formalism conjecture agnostic -- with Stackelberg Equilibrium being a refinement of it. (ii) On the algorithmic side, we introduce a two-stage algorithm with guarantees of convergence, which allows the leaders to first learn conjectures on a training data set, and then update their strategies. Theoretical results are illustrated numerically.","我们把猜想变异游戏的形式主义扩大到涉及多个领导人和一位追随者的斯大克尔贝格游戏。 为了解决这些非confelx游戏,一个共同的假设是,领导人计算其战略时完全了解追随者的最佳反应。 但是,在实践中,领导人可能对其他玩家的反应知之甚少。为了解决这种缺乏知识的问题,我们假设每个领导人都可以对其他玩家的最佳反应进行猜想,并根据这些猜想更新其战略。我们的贡献有两个方面:(一) 在理论方面,我们引入了Conjector Stackelberg Equibilrium的概念 -- -- 保持我们正式的猜想,而Stakkelberg Equilibrium则是对它的一种改进。 (二) 在算法方面,我们引入了两阶段的算法,保证汇合,使领导人能够首先从一套培训数据中学习猜想,然后更新其战略。理论结果用数字说明。","Francesco Morri, Hélène Le Cadre, Luce Brotcorne",2025-07-23T12:56:40Z,Learning in Conjectural Stackelberg Games,Lernen in Conjectural Stackelberg Spiele,在Cantuatural Stakkelberg运动会学习,http://arxiv.org/abs/2501.13686v3
9,"Participatory budgeting is a method of collectively understanding and addressing spending priorities where citizens vote on how a budget is spent, it is regularly run to improve the fairness of the distribution of public funds. Participatory budgeting requires voters to make decisions on projects which can lead to ``choice overload"". A multi-agent reinforcement learning approach to decision support can make decision making easier for voters by identifying voting strategies that increase the winning proportion of their vote. This novel approach can also support policymakers by highlighting aspects of election design that enable fair compromise on projects. This paper presents a novel, ethically aligned approach to decision support using multi-agent deep reinforcement learning modelling. This paper introduces a novel use of a branching neural network architecture to overcome scalability challenges of multi-agent reinforcement learning in a decentralized way. Fair compromises are found through optimising voter actions towards greater representation of voter preferences in the winning set. Experimental evaluation with real-world participatory budgeting data reveals a pattern in fair compromise: that it is achievable through projects with smaller cost.","参与性预算编制是一种集体理解和解决支出优先事项的方法,公民对如何使用预算进行投票,定期进行这种投票是为了提高公共资金分配的公平性;参与性预算编制要求选民就可能导致 "" 选择超负荷 "" 的项目作出决定;多剂强化决策支持学习方法通过确定提高选民得票比例的投票战略,可以使选民的决策更容易进行;这种新颖的方法也可以通过强调选举设计的各个方面,为决策者提供支持,从而在项目上达成公平的妥协;本文件介绍了利用多剂深度强化学习模型支持决策的新颖的、符合道德的方法;本文介绍了一种分支神经网络结构的新用途,以分散方式克服多剂强化学习的可扩展性挑战;通过优化选民行动,在胜票组合中更多地体现选民的偏好,可以找到公平的妥协办法;用现实世界参与性预算编制数据进行的实验性评价揭示了一种公平的妥协模式:通过成本较低的项目可以实现。","Hugh Adams, Srijoni Majumdar, Evangelos Pournaras",2025-07-23T11:46:13Z,Fair Compromises in Participatory Budgeting: a Multi-Agent Deep   Reinforcement Learning Approach,Faire Kompromisse bei der partizipativen Budgetierung: ein multi-agent-basierter Lernansatz zur Vertiefung der Stärkung,参与性预算编制的公平折衷:多机构机构深入强化学习方法,http://arxiv.org/abs/2507.17433v1
