,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
0,"Meta-compiler frameworks, such as RPython and Graal/Truffle, generate high-performance virtual machines (VMs) from interpreter definitions. Although they generate VMs with high-quality just-in-time (JIT) compilers, they still lack an important feature that dedicated VMs (i.e., VMs that are developed for specific languages) have, namely \emph{multi-tier compilation}. Multi-tier compilation uses light-weight compilers at early stages and highly-optimizing compilers at later stages in order to balance between compilation overheads and code quality.   We propose a novel approach to enabling multi-tier compilation in the VMs generated by a meta-compiler framework. Instead of extending the JIT compiler backend of the framework, our approach drives an existing (heavyweight) compiler backend in the framework to quickly generate unoptimized native code by merely embedding directives and compile-time operations into interpreter definitions.   As a validation of the approach, we developed 2SOM, a Simple Object Machine with a two-tier JIT compiler based on RPython. 2SOM first applies the tier-1 threaded code generator that is generated by our proposed technique, then, to the loops that exceed a threshold, applies the tier-2 tracing JIT compiler that is generated by the original RPython framework. Our performance evaluation that runs a program with a realistic workload showed that 2SOM improved, when compared against an RPython-based VM, warm-up performance by 15\%, with merely a 5\% reduction in peak performance.","Meta-compiler 框架,如Rpython 和 Graal/Truffle 框架,从翻译定义中产生高性能虚拟机器(VMs),虽然它们生成了高品质虚拟机器(VMs),具有高质量的正时制(JIT)编译器,但它们仍然缺乏一个专门的VMs(即为特定语言开发的VMs)的重要特征,即:\emph{多层次编集}。多层编译器在早期阶段使用轻量的编译器,在后期高度优化编译器,以便在编译管理器和代码质量之间取得平衡。我们提出了一种新颖的方法,让VMs生成的多层次编译器能多层次的多层次编译器能够使 VMMs(即为特定语言开发的VMMs,即VMs) 后期编译器快速生成的本地代码。作为对方法的验证,我们开发了2SOM, 将第一级的JIT编辑器与双级的双级编译器比, IMS","Yusuke Izawa, Hidehiko Masuhara, Carl Friedrich Bolz-Tereick",2025-07-03T10:02:51Z,A Lightweight Method for Generating Multi-Tier JIT Compilation Virtual   Machine in a Meta-Tracing Compiler Framework,Eine leichte Methode zur Generierung multi-Tierer JIT Compilation Virtual Machine in einem Meta-Tracing Compiler Framework,在元跟踪汇编器框架内生成多台JIT编译虚拟机的轻量方法,http://arxiv.org/abs/2504.17460v3
1,"As one of their many applications, large language models (LLMs) have recently shown promise in automating register transfer level (RTL) code generation. However, conventional LLM decoding strategies, originally designed for natural language, often fail to meet the structural and semantic demands of RTL, leading to hallucinated, repetitive, or invalid code outputs. In this paper, we first investigate the root causes of these decoding failures through an empirical analysis of token-level entropy during RTL generation. Our findings reveal that LLMs exhibit low confidence in regions of structural ambiguity or semantic complexity, showing that standard decoding strategies fail to differentiate between regions requiring determinism (syntax-critical regions) and those that benefit from creative exploratory variability (design-critical regions). Then, to overcome this, we introduce DecoRTL, a novel run-time decoding strategy, that is both syntax-aware and contrastive for RTL code generation. DecoRTL integrates two complementary components: (i) self-consistency sampling, which generates multiple candidates and re-ranks them based on token-level agreement to promote correctness while maintaining diversity; and (ii) syntax-aware temperature adaptation, which classifies tokens by their syntactical and functional roles and adjusts the sampling temperature accordingly, enforcing low temperature for syntax-critical tokens and higher temperature for exploratory ones. Our approach operates entirely at inference time without requiring any additional model fine-tuning. Through evaluations on multiple open-source LLMs using the VerilogEval benchmark, we demonstrate significant improvements in syntactic validity, functional correctness, and output diversity, while the execution overhead (performance overhead) is imperceptible.","作为许多应用之一,大型语言模型(LLMS)最近显示,在注册传输水平(RTL)代码生成自动化方面,大型语言模型(LLM)最近显示出了前景;然而,原本为自然语言设计的常规LLM解码战略往往无法满足RTL的结构和语义要求,导致幻灭、重复或无效代码输出。在本文中,我们首先通过对RTL生成过程中的代币性激素进行实验性分析来调查这些解码失败的根源。我们的调查结果显示,LLMS在结构模糊或语义复杂度区域中表现出了多度的可靠性,表明标准解码战略未能区分需要确定性(合成关键区域)的区域和那些受益于创造性探索性变异(设计关键区域)的区域。为了克服这些差异,我们引入了DecoRTL(一种新型运行时间解码战略),这是对RTL生成的代币种性调和对比性的。","Mohammad Akyash, Kimia Azar, Hadi Kamali",2025-07-03T01:17:44Z,DecoRTL: A Run-time Decoding Framework for RTL Code Generation with LLMs,DecoRTL: Ein Laufzeit-Decoding-Framework für RTL-Code-Generierung mit LLMs,DecoRTL: 使用LLMs的RTL代码生成运行时间解码框架,http://arxiv.org/abs/2507.02226v1
2,"Traffic analysis attacks remain a significant problem for online security. Communication between nodes can be observed by network level attackers as it inherently takes place in the open. Despite online services increasingly using encrypted traffic, the shape of the traffic is not hidden. To prevent traffic analysis, the shape of a system's traffic must be independent of secrets. We investigate adapting the data-oblivious approach the reactive setting and present OblivIO, a secure language for writing reactive programs driven by network events. Our approach pads with dummy messages to hide which program sends are genuinely executed. We use an information-flow type system to provably enforce timing-sensitive noninterference. The type system is extended with potentials to bound the overhead in traffic introduced by our approach. We address challenges that arise from joining data-oblivious and reactive programming and demonstrate the feasibility of our resulting language by developing an interpreter that implements security critical operations as constant-time algorithms.","网络级别的攻击者可以观察到节点之间的通信,因为其内在的开放性。尽管在线服务越来越多地使用加密的交通,但交通的形状并不隐藏。为了防止交通分析,系统交通的形状必须独立于秘密。我们调查如何调整数据透明的方法,即反应性设置,并介绍ObliviIO,这是由网络事件驱动的写作反应程序的一种安全语言。我们使用的带有隐藏程序发送的虚假信息的方法板是真正执行的。我们使用信息流类型系统来执行对时间敏感的不干预。类型系统扩展了,有可能将我们的方法引入的交通间接费用捆绑起来。我们应对加入数据渗透性和反应性编程所产生的挑战,并通过开发一个将安全关键操作作为固定时间算法的口译员来显示我们由此产生的语言的可行性。","Jeppe Fredsgaard Blaabjerg, Aslan Askarov",2025-07-02T22:09:25Z,OblivIO: Securing reactive programs by oblivious execution with bounded   traffic overheads,OblivIO: Sichern von reaktiven Programmen durch unvorsichtige Ausführung mit begrenzten Verkehrsüberschüssen,"Oblivio:通过不留意地执行约束性交通间接费用,确保反应性程序的安全",http://arxiv.org/abs/2301.08148v2
3,"Contrary to the conventional emphasis on dataset size, we explore the role of data alignment -- an often overlooked aspect of data quality -- in training capable Large Language Models (LLMs). To do so, we use the Task2Vec-based alignment coefficient, a quantitative measure of the similarity between two datasets, to quantify the impact of alignment between training data and evaluation data on downstream performance. In particular, we conduct controlled \textit{interventional} experiments for two settings: 1. the impact of increased alignment coefficients between various pre-training (pt) against evaluation datasets, and 2. the impact of increased alignment coefficients between domain specific fine-tuning (ft) against domain specific evaluation. The domain specific task we explore is Autoformalization -- the machine translation task between natural language and code for formal verification. In both settings, we find a strong, predictable negative correlation between the alignment coefficient of a model's training and evaluation data and the model's loss/perplexity on the respective downstream task. These findings suggest a re-evaluation of LLM training approaches, demonstrating the relevance of data alignment compared to data quantity, especially in specialized downstream tasks such as Autoformalization.","与传统强调数据集大小相反,我们探索了数据调整的作用 -- -- 这是数据质量中经常被忽视的一个方面 -- -- 培训有能力的大型语言模型(LLM)的作用。为此,我们使用基于TH2Vec的校准系数,这是衡量两个数据集之间相似性的量化尺度,以量化培训数据与下游业绩评价数据之间一致的影响。特别是,我们为两个环境进行了控制下对以下两个环境的测试:1. 提高培训前(试用)对评价数据集的校准系数的影响,2. 提高具体领域微调(软)对具体评价的校准系数的影响。我们探讨的领域具体任务是自动正规化 -- -- 自然语言与正式核查代码之间的机器翻译任务。在这两种情况下,我们发现模型的培训和评价数据的校准系数与模型对各下游任务的损失/难度之间存在强烈、可预测的负相关关系。这些结论表明,对LLM培训方法的重新评价,表明数据与数据数量的相关性,特别是在诸如自动正规化等专门的下游任务中。","Krrish Chawla, Aryan Sahai, Mario DePavia, Sudharsan Sundar, Brando Miranda, Elyas Obbad, Sanmi Koyejo",2025-07-02T21:19:42Z,Quantifying the Importance of Data Alignment in Downstream Model   Performance,Quantifizierung der Bedeutung der Datenausrichtung in Downstream-Modellleistung,量化数据协调在下游模式绩效中的重要性,http://arxiv.org/abs/2501.08496v3
4,"Searching code is a common task that developers perform to understand APIs, learn common code patterns, and navigate code. Currently, developers most commonly search using keywords and regular expressions that are easy to use and widely available. Beyond keywords and regular expressions, structural code search tools allow developers to search for code based on its syntactic structure. This has numerous applications ranging from bug finding to systematically refactoring code. However, these structural code search tools operate on queries expressed in domain-specific languages (DSL) that can be difficult to learn and write. We propose to allow developers to use natural language to search for code structurally. Expressing queries in natural language provides an intuitive way to search for code and lowers the barrier to entry.   In this work, we develop a novel general approach that combines the reasoning capabilities of an LLM to interpret natural language search queries with the power of structural search tools to efficiently and accurately retrieve relevant code. We then instantiate this approach for two structural code search DSLs: Semgrep and GQL. In our evaluation, we construct a new benchmark for structural code search consisting of 400 queries over 10 Java projects. We show that our approach for structural code search based on translating NL queries to DSL queries using an LLM is effective and robust, achieving a high precision and recall ranging from 55% - 70%. Further, our approach significantly outperforms baselines based on semantic code search and LLM retrievals by up to 57% and 14% on F1 scores.","搜索代码是开发者为理解 API 、 学习通用代码模式和浏览代码而执行的一项共同任务。 目前, 开发者最常用的是使用易于使用和广泛可用的关键字和常规表达式进行搜索。 除了关键字和常规表达式外, 结构代码搜索工具允许开发者搜索基于其合成结构的代码。 这有许多应用程序, 从错误查找到系统性重构代码。 然而, 这些结构代码搜索工具运行于以特定域语言( DSL) 表达的、 可能难以学习和写入的查询 。 我们提议允许开发者使用自然语言来搜索代码结构结构。 以自然语言表达的查询提供了搜索代码的直观方法, 并降低了进入障碍。 在这项工作中, 我们开发了一个新的通用方法, 将一个翻译自然语言搜索询问的推理能力与结构搜索工具的能力结合起来, 以便高效和准确地检索相关代码。 我们随后将这个方法用于两个结构代码搜索 DSLSL1 和 GQLL。 在我们的评估中, 我们为结构代码搜索的400个查询提供了新的基准, 将NLM 高级搜索到一个基于 70 LLSLSLR 和高级的排序。","Ben Limpanukorn, Yanjun Wang, Zach Patterson, Pranav Garg, Murali Krishna Ramanathan, Xiaofei Ma, Anoop Deoras, Miryung Kim",2025-07-02T19:42:37Z,Structural Code Search using Natural Language Queries,Structural Code Suche mit Hilfe von Natural Language Queries,使用自然语言查询的结构性法规搜索,http://arxiv.org/abs/2507.02107v1
5,"We propose LeanLTL, a unifying framework for linear temporal logics in Lean 4. LeanLTL supports reasoning about traces that represent either infinite or finite linear time. The library allows traditional LTL syntax to be combined with arbitrary Lean expressions, making it straightforward to define properties involving numerical or other types. We prove that standard flavors of LTL can be embedded in our framework. The library also provides automation for reasoning about LeanLTL formulas in a way that facilitates using Lean's existing tactics. Finally, we provide examples illustrating the utility of the library in reasoning about systems that come from applications.","我们建议使用LeanLTL,作为Lean 4. LeanLTL的线性时间逻辑的统一框架。图书馆允许将传统的LTL语法与任意的Lean表达式结合起来,直接界定涉及数字或其他类型的属性。我们证明,我们的框架可以嵌入LTL的标准口味。图书馆还提供自动化,以方便使用Lean的现有战术的方式解释LTL公式。最后,我们提供实例,说明图书馆在解释来自应用的系统时的效用。","Eric Vin, Kyle A. Miller, Daniel J. Fremont",2025-07-02T15:07:47Z,LeanLTL: A unifying framework for linear temporal logics in Lean,LeanLTL: Ein einheitlicher Rahmen für lineare zeitliche Logiken in Lean,LeanLTL:利昂线性时间逻辑的统一框架,http://arxiv.org/abs/2507.01780v1
6,"We obtain a characterization of global variables by unifying abstraction with region abstraction in a region-based language. More precisely, in a previous work a language called global was presented, whose virtue is to provide a conceptually clear way of introducing imperative operations in a functional language. Memory safety is provided by the concept of linear protection, which connects the global system to a linear one. In this paper we show that the concept of global variable provided by the global language arises from the Tofte and Talping's region language through the unification of abstraction and region abstraction.","更确切地说,在以前的工作中,提出了一种称为全球的语言,其优点是提供一种概念清晰的方式,以功能语言开展必要行动。 线性保护概念提供了记忆安全,将全球系统与线性保护联系起来。 在本文中,我们表明全球语言提供的全球变量概念来自托夫特语和Talping区域语言,其方法是统一抽象和区域抽象。",Hector Gramaglia,2025-07-02T12:45:50Z,Globality and Regions,Globalität und Regionen,全球和区域,http://arxiv.org/abs/2507.01664v1
7,"AuDaLa is a recently introduced programming language that follows the new data autonomous paradigm. In this paradigm, small pieces of data execute functions autonomously. Considering the paradigm and the design choices of AuDaLa, it is interesting to determine the expressivity of the language. In this paper, we implement Turing machines in AuDaLa and prove that implementation correct. This proves that AuDaLa is Turing complete, giving an initial indication of AuDaLa's expressivity. Additionally, we give examples of how to add extensions to AuDaLa to increase its practical expressivity and to better match conventional parallel languages, allowing for a more straightforward and performant implementation of algorithms.","AuDaLa是最近引入的编程语言,它遵循了新的数据自主模式。在这个模式中,少量数据可以自主地执行功能。考虑到AuDaLa的范式和设计选择,确定语言的表达性是很有趣的。在本文中,我们在AuDaLa使用图灵机器,并证明执行正确。这证明AuDaLa已经完成了图灵,初步显示了AuDaLa的表达性。此外,我们举例说明了如何增加AuDaLa的扩展,以提高其实际的表达性,更好地匹配传统的平行语言,从而使得算法的实施更加直接和出色。","Tom T. P. Franken, Thomas Neele",2025-07-02T12:45:46Z,Expressivity of AuDaLa: Turing Completeness and Possible Extensions,Expressivität von AuDaLa: Turing Vollständigkeit und mögliche Erweiterungen,AUDaLa的表达性:预测完整性和可能的扩展,http://arxiv.org/abs/2412.14938v2
8,"This paper presents advanced optimization techniques for Lua Parsing Expression Grammars (LPeg) through two complementary case studies: a high-performance JSON parser and a sophisticated Glob-to-LPeg pattern converter. We demonstrate how strategic grammar construction can dramatically improve parsing performance without modifying the underlying LPeg library. For the JSON parser, we implement substitution capture and table construction optimization to reduce memory allocation overhead and improve object processing. For the Glob converter, we introduce segment-boundary separation, implement Cox's flattened search strategy, and develop optimized braced condition handling to prevent exponential backtracking. Comprehensive benchmarks demonstrate that our JSON parser achieves processing speeds up to 125 MB/s on complex documents, consistently outperforming dkjson and showing competitive results against rxi_json across most test cases. Our Glob-to-LPeg converter exhibits 14-92% better performance than Bun.Glob and runs 3-14 times faster than Minimatch across diverse pattern matching scenarios. This research provides practical optimization techniques for LPeg-based parsers, contributing valuable strategies to the text processing ecosystem.","本文通过两个补充案例研究介绍Lua Parsing 表达语法(LPeg)的先进优化技术:高性能的 JSON 采集器和精密的Glob-LPeg模式转换器。我们展示了战略语法构造如何在不修改基本的 LPeg 库的情况下大幅提高分解性能。对于JSON 采集器,我们实施了替代捕获和表格构建优化,以减少记忆分配管理管理,改善对象处理。对于 Glob 转换器,我们引入了分界隔离,实施Cox 平坦搜索战略,并开发了优化的坚固状态处理,以防止指数回溯跟踪。全面基准显示,我们的JSON 采集器在复杂的文档上实现处理速度高达125 MB/s, 持续超过 dkjson, 并在大多数测试案例中显示对 rxi_json 的竞争结果。 我们的Glob- LPeg 转换器显示的14- 92%的性能比 Bun.Glob, 在不同模式匹配情景中运行速度比Minmmmatch快3-14。这一研究提供了实用化技术,为基于生态系统处理的宝贵战略。",Zixuan Zhu,2025-07-02T01:16:42Z,Advanced LPeg techniques: A dual case study approach,Fortgeschrittene LPeg-Techniken: Ein Ansatz für eine Doppelfallstudie,高级LPeg技术:双重案例研究方法,http://arxiv.org/abs/2507.01272v1
9,"In this paper, we study a functional programming approach to natural language semantics, allowing us to increase the expressivity of a more traditional denotation style. We will formalize a category based type and effect system, and construct a diagrammatic calculus to model parsing and handling of effects, and use it to efficiently compute the denotations for sentences.","在本文中,我们研究了自然语言语义学的功能性编程方法,从而使我们能够提高更传统的批注风格的表达性。 我们将正式确定基于类别类型和效果的系统,并建立一个图表计算法,以模拟对效果的分解和处理,并用它有效地计算判决的批注。",Matthieu Pierre Boyer,2025-07-01T14:21:20Z,A Diagrammatic Calculus for a Functional Model of Natural Language   Semantics,Ein diagrammatischer Kalkulus für ein funktionelles Modell der natürlichen Sprachsemantik,自然语言语义学功能模型的图表计算,http://arxiv.org/abs/2507.00782v1
