,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
0,"Concept Bottleneck Models (CBMs) and other concept-based interpretable models show great promise for making AI applications more transparent, which is essential in fields like medicine. Despite their success, we demonstrate that CBMs struggle to reliably identify the correct concepts under distribution shifts. To assess the robustness of CBMs to concept variations, we introduce SUB: a fine-grained image and concept benchmark containing 38,400 synthetic images based on the CUB dataset. To create SUB, we select a CUB subset of 33 bird classes and 45 concepts to generate images which substitute a specific concept, such as wing color or belly pattern. We introduce a novel Tied Diffusion Guidance (TDG) method to precisely control generated images, where noise sharing for two parallel denoising processes ensures that both the correct bird class and the correct attribute are generated. This novel benchmark enables rigorous evaluation of CBMs and similar interpretable models, contributing to the development of more robust methods. Our code is available at https://github.com/ExplainableML/sub and the dataset at http://huggingface.co/datasets/Jessica-bader/SUB.","概念瓶颈模型和其他基于概念的可解释模型显示了使AI应用更加透明的巨大前景,这在医学等领域至关重要。尽管取得了成功,但我们证明,建立信任措施努力可靠地确定分布变化下的正确概念。为了评估建立信任措施对概念变异的稳健性,我们引入了小组委员会:一个精细的图像和概念基准,其中包括基于CUB数据集的38 400个合成图像。为了创建小组委员会,我们选择了一个由33个鸟类类和45个概念组成的CUB子集,以生成替代诸如翅膀颜色或腹部模式等特定概念的图像。我们引入了一种新型的Tiifl 指南(TDG) 方法,以精确控制生成的图像,在这个方法中,噪音共享能确保产生正确的鸟类类和正确的属性。这个新的基准能够对建立信任措施和类似的可解释模型进行严格的评估,有助于开发更强有力的方法。我们的代码可在https://githhubub.com/ExlainableML/sub上查阅,并在http://huggface.co/datasets/Jessica-bader/SUB中查阅。","Jessica Bader, Leander Girrbach, Stephan Alaniz, Zeynep Akata",2025-07-31T17:59:40Z,SUB: Benchmarking CBM Generalization via Synthetic Attribute   Substitutions,SUB: Benchmarking der CBM-Verallgemeinerung über Synthetische Attribute Substitutionen,基准化 CBM 通过合成属性替代实现普遍化,http://arxiv.org/abs/2507.23784v1
1,"Current auto-regressive models can generate high-quality, topologically precise meshes; however, they necessitate thousands-or even tens of thousands-of next-token predictions during inference, resulting in substantial latency. We introduce XSpecMesh, a quality-preserving acceleration method for auto-regressive mesh generation models. XSpecMesh employs a lightweight, multi-head speculative decoding scheme to predict multiple tokens in parallel within a single forward pass, thereby accelerating inference. We further propose a verification and resampling strategy: the backbone model verifies each predicted token and resamples any tokens that do not meet the quality criteria. In addition, we propose a distillation strategy that trains the lightweight decoding heads by distilling from the backbone model, encouraging their prediction distributions to align and improving the success rate of speculative predictions. Extensive experiments demonstrate that our method achieves a 1.7x speedup without sacrificing generation quality. Our code will be released.","目前的自动递减模型可以产生高质量的、地形精确的中间线;然而,在推理过程中,它们需要数千甚至数万次次次方的预测,从而导致大量悬浮。我们引入了XSpecMesh,这是自动递减网状生成模型的一种质量保存加速法。XSpecMesh使用一个轻量、多头投机解码计划,在一个前方通道内同时预测多个标记,从而加快推理速度。我们进一步提议了一个核查和抽查战略:主干模型核查每一个预测的标志,并重新标注不符合质量标准的任何标记。此外,我们提议了一项蒸馏战略,通过从主干模型中提炼,鼓励其预测分布,以协调并改进投机预测的成功率。广泛的实验表明,我们的方法在不牺牲一代质量的情况下实现了1.7x速度加速。我们的代码将被发布。","Dian Chen, Yansong Qu, Xinyang Li, Ming Li, Shengchuan Zhang",2025-07-31T17:58:30Z,XSpecMesh: Quality-Preserving Auto-Regressive Mesh Generation   Acceleration via Multi-Head Speculative Decoding,XSpecMesh: Qualitätsschonende Auto-Regressive Mesh-Generation Beschleunigung über Multi-Head Spekulative Decodierung,XSpecMesh:通过多格投机代号加速实现质量保护自动递减的机械生成,http://arxiv.org/abs/2507.23777v1
2,"AI agents built on large language models (LLMs) hold enormous promise, but current practice focuses on a one-task-one-agent approach, which not only falls short of scalability and generality, but also suffers from the fundamental limitations of autoregressive LLMs. On the other hand, humans are general agents who reason by mentally simulating the outcomes of their actions and plans. Moving towards a more general and powerful AI agent, we introduce SimuRA, a goal-oriented architecture for generalized agentic reasoning. Based on a principled formulation of optimal agent in any environment, \modelname overcomes the limitations of autoregressive reasoning by introducing a world model for planning via simulation. The generalized world model is implemented using LLM, which can flexibly plan in a wide range of environments using the concept-rich latent space of natural language. Experiments on difficult web browsing tasks show that \modelname improves the success of flight search from 0\% to 32.2\%. World-model-based planning, in particular, shows consistent advantage of up to 124\% over autoregressive planning, demonstrating the advantage of world model simulation as a reasoning paradigm. We are excited about the possibility for training a single, general agent model based on LLMs that can act superintelligently in all environments. To start, we make SimuRA, a web-browsing agent built on \modelname with pretrained LLMs, available as a research demo for public testing.","以大型语言模型(LLMs)为基础的AI代理商有着巨大的希望,但目前的做法侧重于一号任务一号试剂方法,不仅不能达到可缩放性和普遍性,而且还受到自动递减性LMs的根本限制。另一方面,人类是一般的代理商,其原因是在精神上模拟其行动和计划的结果。向更普遍和强大的AI代理商的方向发展,我们引入了Simura,这是一个面向普遍代理推理的面向目标的结构。基于任何环境中最佳代理商的原则性配方, 模型名通过模拟引入世界规划模式克服了自动递增推理的局限性。通用世界模型模型使用LLMM来实施,它可以在广泛的环境中灵活规划,使用丰富的自然语言概念潜伏空间。在困难的网络浏览任务上进行的实验表明,SimuRA将改进飞行搜索的成功程度,从0到32.2。 特别是基于世界模型的规划,显示在自动递增性规划方面达到124的优势,通过模拟采用世界模型模型进行规划,展示世界模型模型模型的优势,在单一的LMsimimal 上,我们可以进行基础的测试。","Mingkai Deng, Jinyu Hou, Yilin Shen, Hongxia Jin, Graham Neubig, Zhiting Hu, Eric Xing",2025-07-31T17:57:20Z,SimuRA: Towards General Goal-Oriented Agent via Simulative Reasoning   Architecture with LLM-Based World Model,SimuRA: Auf dem Weg zu einem General Goal-Oriented Agent über Simulative Reasoning Architecture mit LLM-basiertem Weltmodell,"SimurRA:通过使用以LLM为基础的世界模型的模拟合理理由结构,努力实现以一般目标为导向的代理",http://arxiv.org/abs/2507.23773v1
3,"Gene expression analysis holds the key to many biomedical discoveries, yet extracting insights from raw transcriptomic data remains formidable due to the complexity of multiple large, semi-structured files and the need for extensive domain expertise. Current automation approaches are often limited by either inflexible workflows that break down in edge cases or by fully autonomous agents that lack the necessary precision for rigorous scientific inquiry. GenoMAS charts a different course by presenting a team of LLM-based scientists that integrates the reliability of structured workflows with the adaptability of autonomous agents. GenoMAS orchestrates six specialized LLM agents through typed message-passing protocols, each contributing complementary strengths to a shared analytic canvas. At the heart of GenoMAS lies a guided-planning framework: programming agents unfold high-level task guidelines into Action Units and, at each juncture, elect to advance, revise, bypass, or backtrack, thereby maintaining logical coherence while bending gracefully to the idiosyncrasies of genomic data.   On the GenoTEX benchmark, GenoMAS reaches a Composite Similarity Correlation of 89.13% for data preprocessing and an F$_1$ of 60.48% for gene identification, surpassing the best prior art by 10.61% and 16.85% respectively. Beyond metrics, GenoMAS surfaces biologically plausible gene-phenotype associations corroborated by the literature, all while adjusting for latent confounders. Code is available at https://github.com/Liu-Hy/GenoMAS.","基因表达分析是许多生物医学发现的关键,然而,由于多个大型半结构化的半结构化文件的复杂性和对广泛领域专门知识的需要,从原始的笔录缩写数据中提取洞察力仍然十分艰巨。当前的自动化方法往往受到下列因素的限制:处于边缘的不灵活工作流程破裂,或完全自主的代理机构缺乏严格科学调查的必要精确度。GenoMAS通过展示一个基于LLMM的科学家团队,将结构化工作流程的可靠性与自主代理商的适应性结合起来,从而勾勒出不同的课程。GenoMAS通过打字式信息传递协议,将六种专门的LMM 代理商通过六个专门的LMM 代理商进行调试,这六种都为共同的解析工作提供了补充优势。GenoMAS的核心是一个指导性规划框架:方案代理商将高层次的任务指南引入行动股,并在每一时刻选择推进、修改、绕过或背轨,从而保持逻辑一致性,同时将精细的LMAS-LEX基准, GenalMAS 将89.13%混为数据预处理和BIBI_BL_BL_BL_I_BAR_BR_BAR_BAR_BR_BR_BR_BARBARBR_60BARBR_BR_BR_BR_BR_BR_BR_BR_BR_BR_BR_18BAR_18BAR_BAR_BAR_BAR_BARBAR_BARBARBARBARBARBARBARBARBARBAR_18_60 AS_18_18_","Haoyang Liu, Yijiang Li, Haohan Wang",2025-07-31T17:57:18Z,GenoMAS: A Multi-Agent Framework for Scientific Discovery via   Code-Driven Gene Expression Analysis,GenoMAS: Ein Multi-Agenten-Framework für wissenschaftliche Entdeckung durch codegetriebene Genexpressionsanalyse,GenoMAS: 通过代码驱动基因表达分析科学发现多机构框架,http://arxiv.org/abs/2507.21035v2
4,"The widespread availability of off-the-shelf machine learning models poses a challenge: which model, of the many available candidates, should be chosen for a given data analysis task? This question of model selection is traditionally answered by collecting and annotating a validation dataset -- a costly and time-intensive process. We propose a method for active model selection, using predictions from candidate models to prioritize the labeling of test data points that efficiently differentiate the best candidate. Our method, CODA, performs consensus-driven active model selection by modeling relationships between classifiers, categories, and data points within a probabilistic framework. The framework uses the consensus and disagreement between models in the candidate pool to guide the label acquisition process, and Bayesian inference to update beliefs about which model is best as more information is collected. We validate our approach by curating a collection of 26 benchmark tasks capturing a range of model selection scenarios. CODA outperforms existing methods for active model selection significantly, reducing the annotation effort required to discover the best model by upwards of 70% compared to the previous state-of-the-art. Code and data are available at https://github.com/justinkay/coda.","广泛提供现成的机器学习模型是一个挑战:应该为特定的数据分析任务选择哪些模型,许多现有候选人中的哪个模型?模型选择问题传统上是通过收集和说明一个验证数据集 -- -- 费用昂贵和时间密集的过程 -- -- 来回答的。我们提出了一个积极的模型选择方法,利用候选人模型的预测来确定测试数据点标签的优先顺序,从而有效地区分最佳候选人。我们的方法,即CODA,通过在概率框架范围内为分类者、类别和数据点之间建模关系建模,进行协商一致驱动的积极模型选择。框架利用候选人库中模型之间的共识和分歧来指导标签获取过程,以及Bayesian推论更新关于哪种模型的最佳信念,因为收集更多的信息。我们通过整理一套26项基准任务来验证我们的方法,捕捉一系列模型选择情景。CDODA比现有的积极模型选择方法要大得多,从而减少了发现最佳模型比先前的状态艺术高70 %所需的说明努力。 代码和数据可在 https://gyinsuba/justimda. data上查到。","Justin Kay, Grant Van Horn, Subhransu Maji, Daniel Sheldon, Sara Beery",2025-07-31T17:56:28Z,Consensus-Driven Active Model Selection,Consensus-Driven Aktive Modellauswahl,采用协商一致的主动选择模式,http://arxiv.org/abs/2507.23771v1
5,"In analyses with severe data-limitations, augmenting the target dataset with information from ancillary datasets in the application domain, called source datasets, can lead to significantly improved statistical procedures. However, existing methods for this transfer learning struggle to deal with situations where the source datasets are also limited and not guaranteed to be well-aligned with the target dataset. A typical strategy is to use the empirical loss minimizer on the source data as a prior mean for the target parameters, which places the estimation of source parameters outside of the Bayesian formalism. Our key conceptual contribution is to use a risk minimizer conditional on source parameters instead. This allows us to construct a single joint prior distribution for all parameters from the source datasets as well as the target dataset. As a consequence, we benefit from full Bayesian uncertainty quantification and can perform model averaging via Gibbs sampling over indicator variables governing the inclusion of each source dataset. We show how a particular instantiation of our prior leads to a Bayesian Lasso in a transformed coordinate system and discuss computational techniques to scale our approach to moderately sized datasets. We also demonstrate that recently proposed minimax-frequentist transfer learning techniques may be viewed as an approximate Maximum a Posteriori approach to our model. Finally, we demonstrate superior predictive performance relative to the frequentist baseline on a genetics application, especially when the source data are limited.","在进行严格的数据限制分析时,通过应用领域辅助数据集(称为源数据集)提供的信息,扩大目标数据集,扩大目标数据集,使用应用领域辅助数据集(称为源数据集)提供的信息,可以大大改进统计程序。然而,这种转让学习的现有方法可以大大改进统计程序。但是,在源数据集也有限,而且不能保证与目标数据集完全吻合的情况下,这种转让学习工作的现有方法可以处理源数据集也很有限的情况。一个典型的战略是,将源数据的经验损失最小化器作为目标参数的先前平均值,将数据源值的估计置于巴耶斯正规体系之外。我们的主要概念贡献是使用风险最小化器,取而代之以源参数参数为条件。这使我们能够为源数据集和目标数据集的所有参数建立一个单一的先前联合分布点。因此,我们受益于完全的巴耶斯不确定性量化,并能够执行模型,通过对每个源数据集的包含指标变量进行粗略取样,将我们先前的源值推算为Bayesian Lasso,并讨论将我们的方法缩为中小的数据集的计算技术。我们还特别展示了我们最近提出的最高级的遗传预测基线方法。","Nathan Wycoff, Ali Arab, Lisa O. Singh",2025-07-31T17:55:16Z,Formal Bayesian Transfer Learning via the Total Risk Prior,Formale Bayesian Transfer Learning über das Total Risk Prior,"通过 "" 总风险前 "" 学习",http://arxiv.org/abs/2507.23768v1
6,"A novel approach is presented for identifying distinct signatures of performing acts in the secondary ticket resale market by analyzing dynamic pricing distributions. Using a newly curated, time series dataset from the SeatGeek API, we model ticket pricing distributions as scaled Beta distributions. This enables accurate parameter estimation from incomplete statistical data using a hybrid of quantile matching and the method of moments. Incorporating the estimated $\alpha$ and $\beta$ parameters into Random Forest classifiers significantly improves pairwise artist classification accuracy, demonstrating the unique economic signatures in event pricing data. Additionally, we provide theoretical and empirical evidence that incorporating zero-variance (constant-value) features into Random Forest models acts as an implicit regularizer, enhancing feature variety and robustness. This regularization promotes deeper, more varied trees in the ensemble, improving the bias-variance tradeoff and mitigating overfitting to dominant features. These findings are validated on both the new ticket pricing dataset and the standard UCI ML handwritten digits dataset.","通过分析动态定价分布,提出了一种新颖的方法,用以确定二级售票转售市场中从事行为的不同特征。我们利用SeatGeek API新设计的时序数据集,将票价分配模式作为标价分配模式的模型,采用量比和瞬间方法的混合方法,从不完整的统计数据中得出准确的参数估计。将估计的美元和美元等值参数纳入随机森林分类器,大大提高了双向艺术家分类的准确性,显示了在价格数据出现时的独特经济特征。此外,我们提供了理论和经验证据,证明随机森林模型中包含零差异(常值)特征作为隐含的固定因素,加强了特征多样性和稳健性。这种正规化促进了组合中更深、更多样化的树木,改进了偏差的权衡,并减轻了对主导特征的过度适应。这些结果在新的票价数据集和标准的UCI ML手写数字数据集上得到了验证。",Jonathan R. Landers,2025-07-31T17:55:07Z,Scaled Beta Models and Feature Dilution for Dynamic Ticket Pricing,Skalierte Beta-Modelle und Feature-Verdünnung für dynamische Ticket-Preise,用于动态票盘定价的缩放贝塔模型和特性稀释,http://arxiv.org/abs/2507.23767v1
7,"This study centers on overcoming the challenge of selecting the best annotators for each query in Active Learning (AL), with the objective of minimizing misclassifications. AL recognizes the challenges related to cost and time when acquiring labeled data, and decreases the number of labeled data needed. Nevertheless, there is still the necessity to reduce annotation errors, aiming to be as efficient as possible, to achieve the expected accuracy faster. Most strategies for query-annotator pairs do not consider internal factors that affect productivity, such as mood, attention, motivation, and fatigue levels. This work addresses this gap in the existing literature, by not only considering how the internal factors influence annotators (mood and fatigue levels) but also presenting a new query-annotator pair strategy, using a Knowledge-Based Recommendation System (RS). The RS ranks the available annotators, allowing to choose one or more to label the queried instance using their past accuracy values, and their mood and fatigue levels, as well as information about the instance queried. This work bases itself on existing literature on mood and fatigue influence on human performance, simulating annotators in a realistic manner, and predicting their performance with the RS. The results show that considering past accuracy values, as well as mood and fatigue levels reduces the number of annotation errors made by the annotators, and the uncertainty of the model through its training, when compared to not using internal factors. Accuracy and F1-score values were also better in the proposed approach, despite not being as substantial as the aforementioned. The methodologies and findings presented in this study begin to explore the open challenge of human cognitive factors affecting AL.","这项研究的核心是克服在积极学习(AL)中为每个查询选择最佳评分员的挑战,目的是尽量减少分类错误。AL承认在获取标签数据时成本和时间方面的挑战,并减少了所需的标签数据数量。然而,仍然有必要减少批注错误,力求尽可能高效,以更快地达到预期的准确性。大多数评分员对口战略并不考虑影响生产率的内部因素,如情绪、注意力、动机和疲劳程度。这项工作解决了现有文献中的这一差距,不仅考虑了内部因素如何影响评分员(饮食和疲劳程度),而且还提出了使用基于知识的建议系统(RS)的新的查分对口战略。RS将现有的批注者排在排名中,允许选择一个或多个评分,使用其过去的准确性值、情绪和疲劳程度,以及有关实例调查方法的信息。这项工作以现有关于人类表现的情绪和疲劳程度的文献为基础,而不是以现实的方式模拟评分,而不是以不现实的方式对评分因素来影响评分,而是采用基于知识的评分制的对口对口战略,同时将现有的评分率和预测其准确性水平,通过研究来显示其过去的结果,并显示其准确性,并预测。",Diana Mortagua,2025-07-31T17:41:30Z,Improving annotator selection in Active Learning using a mood and   fatigue-aware Recommender System,Verbesserung der Annotator-Auswahl in Active Learning mit einem Stimmungs- und Ermüdungs-Empfänger-System,"利用情绪和疲劳意识建议系统,改进积极学习中宣传员的选择",http://arxiv.org/abs/2507.23756v1
8,"Reinforcement Learning (RL) has been widely used for packet routing in communication networks, but traditional RL methods rely on the Markov assumption that the current state contains all necessary information for decision-making. In reality, internet traffic is non-Markovian, and past states do influence routing performance. Moreover, common deep RL approaches use function approximators, such as neural networks, that do not model the spatial structure in network topologies. To address these shortcomings, we design a network environment with non-Markovian traffic and introduce a spatial-temporal RL (STRL) framework for packet routing. Our approach outperforms traditional baselines by more than 19% during training and 7% for inference despite a change in network topology.","强化学习(RL)在通信网络中被广泛用于封包路径,但传统的RL方法依赖于Markov的假设,即当前状态包含所有决策所需的信息。 事实上,互联网交通是非马尔科维亚的,而过去各州确实影响了路由性能。 此外,共同的深层RL方法使用功能近似器,如神经网络,这些功能并不模拟网络地形的空间结构。 为了解决这些缺陷,我们设计了一个非马尔科维亚交通的网络环境,并引入了空间时空RL(STL)包件路径框架。 尽管网络地形的变化,我们的方法在培训期间比传统基线高出19%以上,推断比传统基线高出7%。","Molly Wang, Kin. K Leung",2025-07-31T17:34:18Z,Spatial-Temporal Reinforcement Learning for Network Routing with   Non-Markovian Traffic,Raum-Temporale Verstärkung Lernen für Netzwerk Routing mit nicht-Markovian Verkehr,非马其顿交通网络运行空间-临时加强学习,http://arxiv.org/abs/2507.22174v2
9,"Knowledge graphs (KGs) often contain sufficient information to support the inference of new facts. Identifying logical rules not only improves the completeness of a knowledge graph but also enables the detection of potential errors, reveals subtle data patterns, and enhances the overall capacity for reasoning and interpretation. However, the complexity of such rules, combined with the unique labeling conventions of each KG, can make them difficult for humans to understand. In this paper, we explore the potential of large language models to generate natural language explanations for logical rules. Specifically, we extract logical rules using the AMIE 3.5.1 rule discovery algorithm from the benchmark dataset FB15k-237 and two large-scale datasets, FB-CVT-REV and FB+CVT-REV. We examine various prompting strategies, including zero- and few-shot prompting, including variable entity types, and chain-of-thought reasoning. We conduct a comprehensive human evaluation of the generated explanations based on correctness, clarity, and hallucination, and also assess the use of large language models as automatic judges. Our results demonstrate promising performance in terms of explanation correctness and clarity, although several challenges remain for future research. All scripts and data used in this study are publicly available at https://github.com/idirlab/KGRule2NL}{https://github.com/idirlab/KGRule2NL.","确定逻辑规则不仅提高了知识图的完整性,而且能够发现潜在的错误,揭示了微妙的数据模式,并提高了总体推理和解释能力;然而,这些规则的复杂性,加上每个知识图独特的标签公约,可能使人类难以理解这些规则;在本文件中,我们探索大型语言模型产生逻辑规则自然语言解释的潜力;具体地说,我们利用基准数据集FB15k-237和两个大型数据集FB-CVT-REV和FB+CVT-REV。我们审查各种提示战略,包括零和几发提示性战略,包括不同实体类型和思维链推理。我们根据正确性、清晰性和幻觉,对产生的解释进行全面的人文评价,并评估大型语言模型作为自动法官的使用情况。我们的结果显示在解释正确性和清晰性方面有希望的业绩,尽管在http/httpsurity/G_BAR_G_G_BAR_RR)中,所有数据都用于未来研究。","Nasim Shirvani-Mahdavi, Devin Wingfield, Amin Ghasemi, Chengkai Li",2025-07-31T17:24:04Z,Rule2Text: Natural Language Explanation of Logical Rules in Knowledge   Graphs,Regel2Text: Natürliche Sprache Erklärung der logischen Regeln in Wissensgraphen,规则2案文:知识图中逻辑规则的自然语言解释,http://arxiv.org/abs/2507.23740v1
