,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
0,"Serverless Computing (FaaS) has become a popular paradigm for deep learning inference due to the ease of deployment and pay-per-use benefits. However, current serverless inference platforms encounter the coarse-grained and static GPU resource allocation problems during scaling, which leads to high costs and Service Level Objective (SLO) violations in fluctuating workloads. Meanwhile, current platforms only support horizontal scaling for GPU inferences, thus the cold start problem further exacerbates the problems. In this paper, we propose HAS-GPU, an efficient Hybrid Auto-scaling Serverless architecture with fine-grained GPU allocation for deep learning inferences. HAS-GPU proposes an agile scheduler capable of allocating GPU Streaming Multiprocessor (SM) partitions and time quotas with arbitrary granularity and enables significant vertical quota scalability at runtime. To resolve performance uncertainty introduced by massive fine-grained resource configuration spaces, we propose the Resource-aware Performance Predictor (RaPP). Furthermore, we present an adaptive hybrid auto-scaling algorithm with both horizontal and vertical scaling to ensure inference SLOs and minimize GPU costs. The experiments demonstrated that compared to the mainstream serverless inference platform, HAS-GPU reduces function costs by an average of 10.8x with better SLO guarantees. Compared to state-of-the-art spatio-temporal GPU sharing serverless framework, HAS-GPU reduces function SLO violation by 4.8x and cost by 1.72x on average.","无服务器计算器(FaaS)由于便于部署和支付,已成为一个流行的深层次学习推理范例,因为便于部署和支付;然而,目前没有服务器的无服务器推理平台在规模化过程中遇到粗略和静态的GPU资源分配问题,导致在波动工作量中高成本和服务级目标(SLO)违反。同时,目前的平台只支持对GPU推理的横向缩放,从而冷开始问题进一步加剧了问题。在本文中,我们提议了Has-GPU,这是一个高效的混合自动升级无服务器结构,为深层学习推理分配了精巧的GPU。HA-GPU提出一个灵活的调度器,能够在任意的微缩缩中分配GPU的分布和时间配额。为了解决大量微缩放资源配置空间带来的绩效不确定性,我们提议了资源认知度预测仪(RAPP) 。 此外,我们提出了一个适应性混合自动缩放的GPUP(G)配置值配置值配置,通过横向和垂直的共享性平价框架来降低SLO(SLO)的平均成本,通过测试降低SLO(SLO)的平级平级平比值的平比值,确保10的平级平级的平级的平级的平级的平比值操作的平级的平比值成本降低了SLOLO)的平比值成本。","Jianfeng Gu, Puxuan Wang, Isaac David Nunez Araya, Kai Huang, Michael Gerndt",2025-08-28T15:23:04Z,HAS-GPU: Efficient Hybrid Auto-scaling with Fine-grained GPU Allocation   for SLO-aware Serverless Inferences,HAS-GPU: Effizientes Hybrid-Autoskalieren mit feinkörniger GPU-Zuteilung für SLO-aware serverlose Schlussfolgerungen,"HASS-GPU: 高效混合自动调整,为 SLO-awawe 服务器无服务器引用配置精制的GPU配置",http://arxiv.org/abs/2505.01968v2
1,"Traditional security architectures are becoming more vulnerable to distributed attacks due to significant dependence on trust. This will further escalate when implementing agentic AI within the systems, as more components must be secured over a similar distributed space. These scenarios can be observed in consumer technologies, such as the dense Internet of things (IoT). Here, zero-trust architecture (ZTA) can be seen as a potential solution, which relies on a key principle of not giving users explicit trust, instead always verifying their privileges whenever a request is made. However, the overall security in ZTA is managed through its policies, and unverified policies can lead to unauthorized access. Thus, this paper explores challenges and solutions for ZTA policy design in the context of distributed networks, which is referred to as zero-trust distributed networks (ZTDN). This is followed by a case-study on formal verification of policies using UPPAAL. Subsequently, the importance of accountability and responsibility in the system's security is discussed.","由于严重依赖信任,传统安全架构越来越易受到分散攻击的伤害。当在系统内实施代理性AI时,这将进一步升级,因为必须在类似的分布空间中确保更多的组成部分。在诸如密集的互联网等消费技术中可以观察到这些情况。这里,零信任架构(ZTA)可被视为一种潜在的解决办法,它依赖于不给予用户明确信任的关键原则,而总是在提出要求时核查其特权。然而,ZTA的总体安全是通过政策管理的,未经核实的政策可能导致未经授权的准入。因此,本文件探讨了在分布式网络(称为零托拉斯分布网络(ZTDN))背景下ZTA政策设计的挑战和解决办法。随后对使用UPAAL的政策进行正式核查的案例研究。随后讨论了问责制和责任制在系统安全方面的重要性。","Fannya R. Sandjaja, Ayesha A. Majeed, Abdullah Abdullah, Gyan Wickremasinghe, Karen Rafferty, Vishal Sharma",2025-08-28T13:09:17Z,Policy Design in Zero-Trust Distributed Networks: Challenges and   Solutions,Politikgestaltung in zero-Trust Distributed Networks: Herausforderungen und Lösungen,零信任分配网络的政策设计:挑战和解决办法,http://arxiv.org/abs/2508.04526v2
2,"With the increasing scale and dynamics of data, distributed online optimization has become essential for real-time decision-making in various applications. However, existing algorithms often rely on bounded gradient assumptions and overlook the impact of stochastic gradients, especially in time-varying directed networks. This study proposes a novel Time-Varying Hybrid Stochastic Gradient Tracking algorithm named TV-HSGT, based on hybrid stochastic gradient tracking and variance reduction mechanisms. Specifically, TV-HSGT integrates row-stochastic and column-stochastic communication schemes over time-varying digraphs, eliminating the need for Perron vector estimation or out-degree information. By combining current and recursive stochastic gradients, it effectively reduces gradient variance while accurately tracking global descent directions. Theoretical analysis demonstrates that TV-HSGT can achieve improved bounds on dynamic regret without assuming gradient boundedness. Experimental results on logistic regression tasks confirm the effectiveness of TV-HSGT in dynamic and resource-constrained environments.","随着数据规模和动态的日益扩大,分布式在线优化已成为各种应用中实时决策的关键,然而,现有的算法往往依赖受约束的梯度假设,并忽视了随机梯度的影响,特别是在时间变化的定向网络中。本研究报告提出了一个新的名为TV-HSGT的变换混合混合慢速渐进跟踪算法,该算法以混合的随机梯度跟踪和减少差异机制为基础。具体地说,TV-HSGT结合了时间变化的分级和分排随机通信计划,从而消除了对 Perron矢量估计或超度信息的需求。通过将当前和循环性矢量梯度梯度梯度梯度的结合,它有效地减少了梯度差异,同时准确跟踪全球的下降方向。理论分析表明,TV-HSGT可以在不假定梯度约束的情况下,在动态和资源限制的环境中,在动态的遗憾上实现改进。关于后勤回归任务的实验结果证实了TV-HGT在动态和资源限制的环境中的有效性。","Xinli Shi, Xingxing Yuan, Longkang Zhu, Guanghui Wen",2025-08-28T10:47:18Z,A Hybrid Stochastic Gradient Tracking Method for Distributed Online   Optimization Over Time-Varying Directed Networks,Eine Hybrid-Stochastische Gradient Tracking-Methode für verteilte Online-Optimierung über Zeit-Varying gerichtete Netzwerke,用于在时间变化的定向网络中分配在线优化的混合存储渐进跟踪方法,http://arxiv.org/abs/2508.20645v1
3,"Petabyte-scale data volumes are generated by observations and simulations in modern astronomy and astrophysics. Storage, access, and data analysis are significantly hampered by such data volumes and are leading to the development of a new generation of software tools. The Visualization Interface for the Virtual Observatory (VisIVO) has been designed, developed and maintained by INAF since 2005 to perform multi-dimensional data analysis and knowledge discovery in multivariate astrophysical datasets. Utilizing containerization and virtualization technologies, VisIVO has already been used to exploit distributed computing infrastructures including the European Open Science Cloud (EOSC).   We intend to adapt VisIVO solutions for high performance visualization of data generated on the (pre-)Exascale systems by HPC applications in Astrophysics and Cosmology (A\&C), including GADGET (GAlaxies with Dark matter and Gas) and PLUTO simulations, thanks to the collaboration within the SPACE Center of Excellence, the H2020 EUPEX Project, and the ICSC National Research Centre. In this work, we outline the evolution's course as well as the execution strategies designed to achieve the following goals: enhance the portability of the VisIVO modular applications and their resource requirements; foster reproducibility and maintainability; take advantage of a more flexible resource exploitation over heterogeneous HPC facilities; and, finally, minimize data-movement overheads and improve I/O performances.","现代天文学和天体物理学的观测和模拟生成了小行星数据量。存储、存取和数据分析受到这类数据量的极大阻碍,并正在导致新一代软件工具的开发。自2005年以来,国家空间研究所设计、开发和维护了虚拟观测台(VisIVO)的可视化界面,以便在多变量天体物理数据集中进行多维的数据分析和知识发现。利用集装箱化和虚拟化技术,VisIVO已经用于利用分布式计算机基础设施,包括欧洲开放科学云(EOSC)。我们打算调整VisIVO解决方案,以便高性能地观测台在天体物理学和宇宙学(AC)应用(HPC)扩展系统上生成的数据(前)的可视化高度可视化,包括GAGDGET(暗物质和气体的松缩)和PLUTO模拟。通过在空间英才中心、H20 EUPEX项目和公务员制度委员会国家研究中心内的合作,我们概述了该流程的演变过程,作为高性能可视化性(HPC)应用的实施战略,从而提高了可变性、可变性(HPC)的资源要求。","Eva Sciacca, Nicola Tuccari, Fabio Vitello, Valentina Cesare",2025-08-28T09:47:54Z,High performance visualization for Astronomy and Cosmology: the VisIVO's   pathway toward Exascale systems,Hochleistungsvisualisierung für Astronomie und Kosmologie: Der Weg des VisIVO in Richtung Exascale-Systeme,天文学和宇宙学高性能可视化:VisIVO通往Exascal系统的道路,http://arxiv.org/abs/2508.20603v1
4,"This paper proposes an intelligent service optimization method based on a multi-agent collaborative evolution mechanism to address governance challenges in large-scale microservice architectures. These challenges include complex service dependencies, dynamic topology structures, and fluctuating workloads. The method models each service as an agent and introduces graph representation learning to construct a service dependency graph. This enables agents to perceive and embed structural changes within the system. Each agent learns its policy based on a Markov Decision Process. A centralized training and decentralized execution framework is used to integrate local autonomy with global coordination. To enhance overall system performance and adaptability, a game-driven policy optimization mechanism is designed. Through a selection-mutation process, agent strategy distributions are dynamically adjusted. This supports adaptive collaboration and behavioral evolution among services. Under this mechanism, the system can quickly respond and achieve stable policy convergence when facing scenarios such as sudden workload spikes, topology reconfigurations, or resource conflicts. To evaluate the effectiveness of the proposed method, experiments are conducted on a representative microservice simulation platform. Comparative analyses are performed against several advanced approaches, focusing on coordination efficiency, adaptability, and policy convergence performance. Experimental results show that the proposed method outperforms others in several key metrics. It significantly improves governance efficiency and operational stability in large-scale microservice systems. The method demonstrates strong practical value and engineering feasibility.","本文提出一种智能服务优化方法,其基础是多试剂协作演变机制,以应对大型微观服务架构的治理挑战,这些挑战包括复杂的服务依赖性、动态的地形结构以及波动性工作量。方法模型每个服务都作为代理商的模式,并引入图表说明学习方法,以构建一个服务依赖性图表。这使代理商能够认识和在系统内嵌入结构变化。每个代理商能够根据Markov决策程序学习其政策。集中培训和分散执行框架,将地方自主与全球协调相结合。为了提高总体系统绩效和适应性,设计了一个游戏驱动的政策优化机制。通过选择调整过程,代理商战略分布得到动态调整。这支持服务之间的适应性协作和行为演变。在这个机制下,当遇到突然工作量激增、结构重组或资源冲突等情形时,系统可以迅速作出反应并实现稳定的政策趋同。为了评价拟议方法的有效性,将在一个有代表性的微观服务模拟平台上进行实验。为了提高总体系统的效率、适应性和政策趋同性绩效,根据若干先进方法进行了比较分析。实验性结果显示,在各种关键工程治理中,它展示了高水平的系统。","Yilin Li, Song Han, Sibo Wang, Ming Wang, Renzi Meng",2025-08-28T07:48:07Z,Collaborative Evolution of Intelligent Agents in Large-Scale   Microservice Systems,Gemeinsame Entwicklung intelligenter Agenten in großräumigen Mikroservice-Systemen,大型微观服务系统智能代理机构的协作演变,http://arxiv.org/abs/2508.20508v1
5,"The key premise of federated learning (FL) is to train ML models across a diverse set of data-owners (clients), without exchanging local data. An overarching challenge to this date is client heterogeneity, which may arise not only from variations in data distribution, but also in data quality, as well as compute/communication latency. An integrated view of these diverse and concurrent sources of heterogeneity is critical; for instance, low-latency clients may have poor data quality, and vice versa. In this work, we propose FLASH(Federated Learning Across Simultaneous Heterogeneities), a lightweight and flexible client selection algorithm that outperforms state-of-the-art FL frameworks under extensive sources of heterogeneity, by trading-off the statistical information associated with the client's data quality, data distribution, and latency. FLASH is the first method, to our knowledge, for handling all these heterogeneities in a unified manner. To do so, FLASH models the learning dynamics through contextual multi-armed bandits (CMAB) and dynamically selects the most promising clients. Through extensive experiments, we demonstrate that FLASH achieves substantial and consistent improvements over state-of-the-art baselines -- as much as 10% in absolute accuracy -- thanks to its unified approach. Importantly, FLASH also outperforms federated aggregation methods that are designed to handle highly heterogeneous settings and even enjoys a performance boost when integrated with them.","联邦学习的关键前提是在不交换当地数据的情况下,对多种数据拥有者(客户)的ML模型进行培训,而无需交换当地数据。这个日期的首要挑战是客户差异性,这不仅可能来自数据分配的差异,而且可能来自数据质量的差异,以及计算/通信延迟度。对这些不同和同时的不同差异源的综合观点至关重要;例如,低纬度客户的数据质量可能很差,反之亦然。在这项工作中,我们提议FLASASS(超超超同同异性学习联盟)在不交换当地数据的情况下,采用一个轻松和灵活的客户选择算法,在广泛的异异异异异性来源下,通过交换与客户数据质量、数据分配和通异性相关的统计资料,来超越最先进的FL框架。FLASH是我们以统一的方式处理所有这些异异性的第一个方法。为了这样做,FLASH(超同性性性能学习动态模型)通过背景多相近的多价位的组合(CMAB) 和动态的FASASS-L-T-HAFAS-T-H-H-SAR-Aximing 10-Aximing 10-SAL-SAL-SAL-H-H-HAxxx 10-Axxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","Xiangyu Chang, Sk Miraj Ahmed, Srikanth V. Krishnamurthy, Basak Guler, Ananthram Swami, Samet Oymak, Amit K. Roy-Chowdhury",2025-08-28T04:58:54Z,FLASH: Federated Learning Across Simultaneous Heterogeneities,FLASH: Föderiertes Lernen über gleichzeitige Heterogenitäten,FLASH: 同期不同差异的联邦学习,http://arxiv.org/abs/2402.08769v2
6,"Serverless platforms face a trade-off: conventional cluster managers like Kubernetes offer compatibility for co-locating Function-as-a-Service (FaaS) and Backend-as-a-Service (BaaS) components of serverless applications at the cost of high cold-start latency, while specialized FaaS-only systems like Dirigent achieve low latency by sacrificing compatibility, which prevents integrated management and optimization. Our analysis reveals FaaS traffic is bimodal: predictable, sustainable traffic consumes >98% of cluster resources, while sporadic excessive bursts stress the control plane's scaling latency, not its throughput.   With these insights, we design PulseNet, a serverless architecture that employs a dual-track control plane tailoring to both traffic types. PulseNet's standard track manages sustainable traffic with long-lived, full-featured Regular Instances under a conventional cluster manager, preserving compatibility and robust features for the majority of the workload. To handle excessive traffic, an expedited track bypasses the slow manager to rapidly create short-lived, disposable Emergency Instances, minimizing cold-start latency and resource waste from idle instances. This hybrid approach achieves 35% better performance than Dirigent, a FaaS-only system, at the same cost and outperforms other Kubernetes-compatible systems by 1.5-3.5x at a 3-70% lower cost.","无服务器平台面临一个权衡:库贝涅斯等常规集束管理者以高冷启动缓冲代价,为无服务器应用程序中的无服务器组件的功能-服务(FaaS)和后端-服务(BaaS)提供兼容性,而像Diririgent这样的专用FaaS专用系统则通过牺牲兼容性而实现低悬浮性,从而妨碍综合管理和优化。我们的分析显示,FaaS的流量是双向的:可预见、可持续流量消耗超过组群资源的98%,而零星的过度连发性压力控制机的延缓度,而不是其吞吐量。有了这些洞察力,我们设计了PulseNet,这是一个没有服务器的架构,它使用双轨控制平面平面的平面结构,适合两种类型的交通。 PulseNet的标准轨道以长期、全功能的常规集束管理器管理可持续交通,为大部分工作量保留兼容性和稳健的特性。要处理过量流量,快速的轨迹绕过慢式管理者将快速生成短命、可支配的直流、可支配性应急的直线,而不是快速应急应急直线,在35度的平流的平流的平流运行中,通过其他的平流的平流系统实现成本。","Leonid Kondrashov, Lazar Cvetković, Hancheng Wang, Boxi Zhou, Dhairya Rungta, Dmitrii Ustiugov",2025-08-28T04:19:35Z,Melding the Serverless Control Plane with the Conventional Cluster   Manager for Speed and Resource Efficiency,Verschmelzen des serverlosen Regelplans mit dem konventionellen Clustermanager für Geschwindigkeit und Ressourceneffizienz,"与负责速度和资源使用效率的常规集群管理员一起,将无服务器控制计划与无服务器控制计划进行熔化",http://arxiv.org/abs/2505.24551v3
7,"Graph Spectral Sparsification (GSS) identifies an ultra-sparse subgraph, or sparsifier, whose Laplacian matrix closely approximates the spectral properties of the original graph, enabling substantial reductions in computational complexity for computationally intensive problems in scientific computing. The state-of-the-art method for efficient GSS is feGRASS, consisting of two steps: 1) spanning tree generation and 2) off-tree edge recovery. However, feGRASS suffers from two main issues: 1) difficulties in parallelizing the recovery step for strict data dependencies, and 2) performance degradation on skewed inputs, often requiring multiple passes to recover sufficient edges. To address these challenges, we propose parallel density-aware Graph Spectral Sparsification (pdGRASS), a parallel algorithm that organizes edges into disjoint subtasks without data dependencies between them, enabling efficient parallelization and sufficient edge recovery in a single pass. We empirically evaluate feGRASS and pdGRASS based on 1) off-tree edge-recovery runtime and 2) sparsifier quality, measured by the iteration count required for convergence in a preconditioned conjugate gradient (PCG) application. The evaluation demonstrates that, depending on the number of edges recovered, pdGRASS achieves average speedups ranging from 3.9x to 8.8x. The resulting sparsifiers also show between 1.2x higher and 1.8x lower PCG iteration counts, with further improvements as more edges are recovered. Additionally, pdGRASS mitigates the worst-case runtimes of feGRASS with over 1000x speedup. These results highlight pdGRASS's significant improvements in scalability and performance for the graph spectral sparsification problem.","高效的GSS 是最先进的计算方法, 包括两个步骤:1) 横跨树枝生成和2) 树外边缘恢复。然而, FAGRASS 存在两个主要问题:(1) 严格数据依赖性的回收步骤在平行恢复步骤上存在困难;(2) 倾斜投入的性能退化,往往需要多次传送才能恢复足够的边缘。为了应对这些挑战,我们提议平行的密度- 增强的图形光谱分解(pdGRAASS) , 高效的合成GS , 包括两个步骤:1) 跨越树外生成, 和2) 树外边缘恢复。2 倾斜投入的性能退化, 往往需要多次传送才能恢复足够的边缘。为了应对这些挑战, 我们建议平行的密度- 增强的图形光谱分解复杂性 , 将边缘组织成不相连的子任务。","Tiancheng Zhao, Zekun Yin, Huihai An, Xiaoyu Yang, Zhou Jin, Jiasi Shen, Helen Xu",2025-08-28T04:02:56Z,pdGRASS: A Fast Parallel Density-Aware Algorithm for Graph Spectral   Sparsification,pdGRASS: Ein schneller paralleler Dichte-Bewusst-Algorithmus für Graphenspektralsparsifikation,pdGRASS: 用于图形光谱分立的快速平行密度- 软件算法,http://arxiv.org/abs/2508.20403v1
8,"The impressive performance of transformer models has sparked the deployment of intelligent applications on resource-constrained edge devices. However, ensuring high-quality service for real-time edge systems is a significant challenge due to the considerable computational demands and resource requirements of these models. Existing strategies typically either offload transformer computations to other devices or directly deploy compressed models on individual edge devices. These strategies, however, result in either considerable communication overhead or suboptimal trade-offs between accuracy and efficiency. To tackle these challenges, we propose a collaborative inference system for general transformer models, termed CoFormer. The central idea behind CoFormer is to exploit the divisibility and integrability of transformer. An off-the-shelf large transformer can be decomposed into multiple smaller models for distributed inference, and their intermediate results are aggregated to generate the final output. We formulate an optimization problem to minimize both inference latency and accuracy degradation under heterogeneous hardware constraints. DeBo algorithm is proposed to first solve the optimization problem to derive the decomposition policy, and then progressively calibrate decomposed models to restore performance. We demonstrate the capability to support a wide range of transformer models on heterogeneous edge devices, achieving up to 3.1$\times$ inference speedup with large transformer models. Notably, CoFormer enables the efficient inference of GPT2-XL with 1.6 billion parameters on edge devices, reducing memory requirements by 76.3\%. CoFormer can also reduce energy consumption by approximately 40\% while maintaining satisfactory inference performance.","变压器模型的令人印象深刻的性能激发了在资源紧缺边缘装置上部署智能应用软件。然而,确保实时边缘系统的高质量服务是一项重大挑战,因为这些模型的计算要求和资源要求很大。现有的战略通常是将变压器计算卸载到其他装置,或者直接在个别边缘装置上部署压缩模型。然而,这些战略导致相当大的通信间接费用或精确和效率之间的偏差。为了应对这些挑战,我们提议为一般变压器参数(称为 CoFormer)建立一个协作推导系统。 CoFormer的核心思想是利用变压器的易变性和易腐性。一个现成的大型变压器可以分解成多个更小的模型,用于分散变速,其中间结果可以生成最终产出。我们提出了一个优化问题,以在混杂硬件制约下将拉伸缩和精确度降解为最小。 DeBo 算法首先解决优化问题,以得出降压政策,然后逐步调整变压模型,以恢复变压速度。我们展示了变压的变压模型,同时通过稳定变压模型支持大幅变压的变压模型。","Guanyu Xu, Zhiwei Hao, Li Shen, Yong Luo, Fuhui Sun, Xiaoyan Wang, Han Hu, Yonggang Wen",2025-08-28T02:50:12Z,CoFormer: Collaborating with Heterogeneous Edge Devices for Scalable   Transformer Inference,CoFormer: Zusammenarbeit mit Heterogenen Edge-Geräten für skalierbare Transformer-Inferenz,复合:与可缩缩变换器推断的异异异边缘设备合作,http://arxiv.org/abs/2508.20375v1
9,"Schedulers are critical for optimal resource utilization in high-performance computing. Traditional methods to evaluate schedulers are limited to post-deployment analysis, or simulators, which do not model associated infrastructure. In this work, we present the first-of-its-kind integration of scheduling and digital twins in HPC. This enables what-if studies to understand the impact of parameter configurations and scheduling decisions on the physical assets, even before deployment, or regarching changes not easily realizable in production. We (1) provide the first digital twin framework extended with scheduling capabilities, (2) integrate various top-tier HPC systems given their publicly available datasets, (3) implement extensions to integrate external scheduling simulators. Finally, we show how to (4) implement and evaluate incentive structures, as-well-as (5) evaluate machine learning based scheduling, in such novel digital-twin based meta-framework to prototype scheduling. Our work enables what-if scenarios of HPC systems to evaluate sustainability, and the impact on the simulated system.","在高性能计算中,对优化资源利用至关重要。评估排期表的传统方法仅限于部署后分析,或模拟器,这些模拟器并不模拟相关基础设施。在这项工作中,我们介绍了HPC中排期表和数字双胞胎的首选组合和数字双胞胎。这样就可以进行哪些研究来理解参数配置和对实物资产决策的时间安排影响,甚至在部署之前,或者在生产过程中难以实现的根本性变化。我们(1) 提供了第一个带有排期能力的双重数字框架,(2) 结合了各种最高层次的HPC系统,因为它们有公开的数据集,(3) 实施扩展,以整合外部排期模拟器。最后,我们展示了如何(4) 实施和评估奖励结构,作为 "" 良好 "" (5) 评估基于机器学习的时间安排,在这种基于新颖数字双元框架的排期安排中进行。我们的工作使得HPC系统在哪些情况下能够评价可持续性,以及对模拟系统的影响。","Matthias Maiterth, Wesley H. Brewer, Jaya S. Kuruvella, Arunavo Dey, Tanzima Z. Islam, Kevin Menear, Dmitry Duplyakin, Rashadul Kabir, Tapasya Patki, Terry Jones, Feiyi Wang",2025-08-28T01:16:49Z,"HPC Digital Twins for Evaluating Scheduling Policies, Incentive   Structures and their Impact on Power and Cooling","HPC Digital Twins zur Bewertung von Scheduling-Politiken, Anreizstrukturen und deren Auswirkungen auf Leistung und Kühlung",HPC 评价日程政策、激励结构及其对电力和冷却的影响的数码双对评价政策、激励结构及其对电力和冷却的影响,http://arxiv.org/abs/2508.20016v2
