,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
0,"This paper provides an overview of the 2.0 release of the ArborX library, a performance portable geometric search library based on Kokkos. We describe the major changes in ArborX 2.0 including a new interface for the library to support a wider range of user problems, new search data structures (brute force, distributed), support for user functions to be executed on the results (callbacks), and an expanded set of the supported algorithms (ray tracing, clustering).","本文件概述了ArborX图书馆的2.0版发行情况,这是一个基于Kokkos的性能便携式几何搜索图书馆。我们描述了ArborX 2.0的主要变化,包括图书馆为支持更广泛的用户问题而新建的界面、新的搜索数据结构(粗力、分布)、根据结果执行的用户功能的支持(回召),以及一套扩大的支持算法(光追踪、分组)。","Andrey Prokopenko, Daniel Arndt, Damien Lebrun-Grandié, Bruno Turcksin",2025-07-31T16:22:38Z,The ArborX library: version 2.0,Die ArborX-Bibliothek: Version 2.0,ArborX 图书馆:2.0版,http://arxiv.org/abs/2507.23700v1
1,"Advancements in artificial intelligence (AI) and low-earth orbit (LEO) satellites have promoted the application of large remote sensing foundation models for various downstream tasks. However, direct downloading of these models for fine-tuning on the ground is impeded by privacy concerns and limited bandwidth. Satellite federated learning (FL) offers a solution by enabling model fine-tuning directly on-board satellites and aggregating model updates without data downloading. Nevertheless, for large foundation models, the computational capacity of satellites is insufficient to support effective on-board fine-tuning in traditional satellite FL frameworks. To address these challenges, we propose a satellite-ground collaborative federated fine-tuning framework. The key of the framework lies in how to reasonably decompose and allocate model components to alleviate insufficient on-board computation capabilities. During fine-tuning, satellites exchange intermediate results with ground stations or other satellites for forward propagation and back propagation, which brings communication challenges due to the special communication topology of space transmission networks, such as intermittent satellite-ground communication, short duration of satellite-ground communication windows, and unstable inter-orbit inter-satellite links (ISLs). To reduce transmission delays, we further introduce tailored communication strategies that integrate both communication and computing resources. Specifically, we propose a parallel intra-orbit communication strategy, a topology-aware satellite-ground communication strategy, and a latency-minimalization inter-orbit communication strategy to reduce space communication costs. Simulation results demonstrate significant reductions in training time with improvements of approximately 33%.","人工智能(AI)和低地轨道(LEO)卫星的进步促进了大型遥感基础模型应用于各种下游任务;然而,隐私关切和有限带宽妨碍了直接下载这些模型以进行地面微调; 卫星联合学习(FL)提供了一种解决办法,使模型能够直接对机载卫星进行微调,并在没有数据下载的情况下对模型更新进行汇总; 然而,对于大型基础模型而言,卫星的计算能力不足以支持对传统卫星FL框架进行有效的机载微调; 为了应对这些挑战,我们提议了一个卫星-地面协作联合微调框架; 该框架的关键在于如何合理拆解和分配模型组成部分以缓解机载计算能力不足的情况; 在微调过程中,卫星与地面站或其他卫星交换中间结果,以便进行前向传播和后向传播,这带来了通信挑战,因为空间传输网络的特殊通信地形学,例如间歇的卫星地面通信、卫星地面通信窗口的短暂期限以及不稳定的轨道间通信连接(ISLs),为了减少传输延迟,我们提出了一个同步通信战略。","Yan Zhu, Jingyang Zhu, Ting Wang, Yuanming Shi, Chunxiao Jiang, Khaled Ben Letaief",2025-07-31T15:59:35Z,Satellite Federated Fine-Tuning for Foundation Models in Space Computing   Power Networks,Satelliten-Federated Fine-Tuning für Basismodelle in Weltraum Computing Power Networks,卫星卫星联合会空间电子计算动力网络基础模型精密设计,http://arxiv.org/abs/2504.10403v3
2,"Distributed deep learning in resource-constrained environments faces scalability and generalization challenges due to large effective batch sizes and non-identically distributed client data. We introduce a server-driven sampling strategy that maintains a fixed global batch size by dynamically adjusting client-side batch sizes. This decouples the effective batch size from the number of participating devices and ensures that global batches better reflect the overall data distribution. Using standard concentration bounds, we establish tighter deviation guarantees compared to existing approaches. Empirical results on a benchmark dataset confirm that the proposed method improves model accuracy, training efficiency, and convergence stability, offering a scalable solution for learning at the network edge.","在资源受限制的环境中,分散的深层次学习面临可缩放和概括化的挑战,因为有大量有效的批量规模和未识别分布的客户数据。我们采用了由服务器驱动的抽样战略,通过动态调整客户端批量规模,保持固定的全球批量规模。这将有效的批量规模与参与设备的数量脱钩,确保全球批量更好地反映总体数据分布。我们使用标准集中界限,建立比现有方法更严格的偏离保证。基准数据集的经验结果证实,拟议方法提高了模型的准确性、培训效率和趋同稳定性,为网络边缘学习提供了可扩展的解决方案。","Mohammad Kohankhaki, Ahmad Ayad, Mahdi Barhoush, Anke Schmeink",2025-07-31T15:42:11Z,Parallel Split Learning with Global Sampling,Paralleles Split-Lernen mit globaler Probenahme,与全球抽样平行拆分学习,http://arxiv.org/abs/2407.15738v4
3,"The optimal fault-tolerance achievable by any protocol has been characterized in a wide range of settings. For example, for state machine replication (SMR) protocols operating in the partially synchronous setting, it is possible to simultaneously guarantee consistency against $\alpha$-bounded adversaries (i.e., adversaries that control less than an $\alpha$ fraction of the participants) and liveness against $\beta$-bounded adversaries if and only if $\alpha + 2\beta \leq 1$.   This paper characterizes to what extent ""better-than-optimal"" fault-tolerance guarantees are possible for SMR protocols when the standard consistency requirement is relaxed to allow a bounded number $r$ of consistency violations. We prove that bounding rollback is impossible without additional timing assumptions and investigate protocols that tolerate and recover from consistency violations whenever message delays around the time of an attack are bounded by a parameter $\Delta^*$ (which may be arbitrarily larger than the parameter $\Delta$ that bounds post-GST message delays in the partially synchronous model). Here, a protocol's fault-tolerance can be a non-constant function of $r$, and we prove, for each $r$, matching upper and lower bounds on the optimal ""recoverable fault-tolerance"" achievable by any SMR protocol. For example, for protocols that guarantee liveness against 1/3-bounded adversaries in the partially synchronous setting, a 5/9-bounded adversary can always cause one consistency violation but not two, and a 2/3-bounded adversary can always cause two consistency violations but not three. Our positive results are achieved through a generic ""recovery procedure"" that can be grafted on to any accountable SMR protocol and restores consistency following a violation while rolling back only transactions that were finalized in the previous $2\Delta^*$ timesteps.","任何协议都能实现最佳的过错容忍度, 其特征是多种多样的。 例如, 对于在部分同步环境下运行的国家机器复制协议( SMR) 来说, 在部分同步环境下运行的州机器复制协议( SMR) , 有可能同时保证对受美元约束的对手( 即控制低于美元参与者部分的对手) 的一致性( 控制低于美元参与者部分的反对者) 和对美元受美元约束的对手的活性容忍度。 只有当 $\ alpha + 2\ beta\leq 1 的参数被约束的情况下, 并且只有 $\\\ beta\ dleq 1 的活性。 本文描述了在标准一致性要求2/3 允许允许允许允许限制的美元违反协议时, 国家机器的“ 更好比 ” ( ) 最坏的 ) ( ) ( ) ) ( ) ) ( ) ( ) ( 任何可以任意大于 $\ Delta ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) (","Andrew Lewis-Pye, Tim Roughgarden",2025-07-31T14:58:25Z,Beyond Optimal Fault Tolerance,Jenseits der optimalen Fehlertoleranz,超越最佳错失容忍,http://arxiv.org/abs/2501.06044v7
4,"This study demonstrates that incorporating a consistency heuristic into the point-matching algorithm \cite{yerebakan2023hierarchical} improves robustness in matching anatomical locations across pairs of medical images. We validated our approach on diverse longitudinal internal and public datasets spanning CT and MRI modalities. Notably, it surpasses state-of-the-art results on the Deep Lesion Tracking dataset. Additionally, we show that the method effectively addresses landmark localization. The algorithm operates efficiently on standard CPU hardware and allows configurable trade-offs between speed and robustness. The method enables high-precision navigation between medical images without requiring a machine learning model or training data.","这项研究表明,在点对称算法\cite{yerebakan2023hiarartic}中纳入一致性超值法可以提高对相对医学图像的解剖位置进行匹配的稳健性。我们验证了我们关于跨CT和MRI模式的不同纵向内部和公共数据集的方法。值得注意的是,它超过了深 Lesion跟踪数据集的最新结果。此外,我们表明,该方法有效地解决了里程碑式的定位问题。该算法在标准的 CPU 硬件上运作高效,允许在速度和稳健性之间进行可配置的权衡。该方法可以在不需要机器学习模型或培训数据的情况下对医疗图像进行高精度导航。","Halid Ziya Yerebakan, Gerardo Hermosillo Valadez",2025-07-31T14:47:40Z,Consistent Point Matching,Konsistente Punktgleichung,统一点匹配,http://arxiv.org/abs/2507.23609v1
5,"A randomized distributed algorithm called RAES was introduced in [Becchetti et al., SODA 2020] to extract a bounded-degree expander from a dense $n$-vertex expander graph $G = (V, E)$. The algorithm relies on a simple threshold-based procedure. A key assumption in [Becchetti et al., SODA 2020] is that the input graph $G$ is static - i.e., both its vertex set $V$ and edge set $E$ remain unchanged throughout the process - while the analysis of RAES in dynamic models is left as a major open question.   In this work, we investigate the behavior of RAES under a dynamic graph model induced by a streaming node-churn process (also known as the sliding window model), where, at each discrete round, a new node joins the graph and the oldest node departs. This process yields a bounded-degree dynamic graph $\mathcal{G} =\{ G_t = (V_t, E_t) : t \in \mathbb{N}\}$ that captures essential characteristics of peer-to-peer networks -- specifically, node churn and threshold on the number of connections each node can manage. We prove that every snapshot $G_t$ in the dynamic graph sequence has good expansion properties with high probability. Furthermore, we leverage this property to establish a logarithmic upper bound on the completion time of the well-known PUSH and PULL rumor spreading protocols over the dynamic graph $\mathcal{G}$.","[Becchetti et al., SODA 2020] 中引入了一个随机分布式算法,名为RAES , 以从一个稠密的 $n美元 的顶端扩张图形 $G = (V, E) 中提取一个约束度扩张器。 该算法依赖于一个简单的门槛程序。 [Becetti et al., SODA 2020] 中的一个关键假设是,输入图$G$是静态的 - 也就是说, 它的顶端设定 $V$, 边缘设定 $E$ 在整个过程中保持不变 - 而动态模型中的RAES 分析仍是一个主要的开放问题。在这项工作中,我们根据一个动态节点偏移进程(也称为滑动窗口模型) 的动态扩展模型来调查RAES 的行为 。 在每一个离散的圆轮中,一个新的节点加入图表和最古老的节点离开。 这个过程产生一个固定度的 水平动态平流值 $ $ g} G_ t= (V t, 基本的平流流流流流流流流流流流流 = 具体的每个直径将每个直径的直径 的直径的直径 。","Flora Angileri, Andrea Clementi, Emanuele Natale, Michele Salvi, Isabella Ziccardi",2025-07-31T13:19:11Z,Threshold-Driven Streaming Graph: Expansion and Rumor Spreading,Threshold-Driven Streaming Graph: Expansion und Gerüchte Verbreitung,阈值驱动流图:扩展和谣言扩散,http://arxiv.org/abs/2507.23533v1
6,"Spatiotemporal data are being produced in continuously growing volumes by a variety of data sources and a variety of application fields rely on rapid analysis of such data. Existing systems such as PostGIS or MobilityDB usually build on relational database systems, thus, inheriting their scale-out characteristics. As a consequence, big spatiotemporal data scenarios still have limited support even though many query types can easily be parallelized. In this paper, we propose our vision of a native serverless data processing approach for spatiotemporal data: We break down queries into small subqueries which then leverage the near-instant scaling of Function-as-a-Service platforms to execute them in parallel. With this, we partially solve the scalability needs of big spatiotemporal data processing.","各种数据来源和各种应用领域正在以快速分析这些数据为基础,不断增长的量中生成随机数据,现有系统,如PostGIS或流动DB,通常以关系数据库系统为基础,从而继承其扩展特点。因此,大型时空数据假设方案仍然得到的支持有限,尽管许多查询类型可以很容易地平行。在本文中,我们提出了对空间时空数据采用本地服务器无数据处理方法的愿景:我们将查询分解成小小小小问题,然后利用功能-服务平台的近速缩放平行执行。因此,我们部分解决了大型时空数据处理的可扩展性需求。","Diana Baumann, Tim C. Rese, David Bermbach",2025-07-31T12:13:42Z,Towards Serverless Processing of Spatiotemporal Big Data Queries,Auf dem Weg zur serverlosen Verarbeitung von raumzeitlichen Big Data-Abfragen,迈向无服务器处理斯帕蒂奥多时大数据查询,http://arxiv.org/abs/2507.06005v2
7,"In modern datasets, where single records can have multiple owners, enforcing user-level differential privacy requires capping each user's total contribution. This ""contribution bounding"" becomes a significant combinatorial challenge. Existing sequential algorithms for this task are computationally intensive and do not scale to the massive datasets prevalent today. To address this scalability bottleneck, we propose a novel and efficient distributed algorithm. Our approach models the complex ownership structure as a hypergraph, where users are vertices and records are hyperedges. The algorithm proceeds in rounds, allowing users to propose records in parallel. A record is added to the final dataset only if all its owners unanimously agree, thereby ensuring that no user's predefined contribution limit is violated. This method aims to maximize the size of the resulting dataset for high utility while providing a practical, scalable solution for implementing user-level privacy in large, real-world systems.","在现代数据集中,单项记录可以拥有多个所有者,实施用户一级的差异隐私要求限制每个用户的总贡献。这种“贡献约束”是一个重大的组合性挑战。目前用于这一任务的现有顺序算法在计算上是密集的,与当今普遍存在的大量数据集不相上下。为了解决这一可缩放的瓶颈问题,我们提出了一个新颖而有效的分布算法。我们的方法将复杂的所有制结构建为高压结构,用户是脊椎和记录是高级的。算法以回合方式进行,允许用户以平行方式提出记录。只有当所有拥有者一致同意时,才在最后数据集中添加记录,从而确保不违反任何用户预先定义的贡献限制。这种方法旨在尽量扩大由此产生的数据集的大小,以便高用途,同时为在大型、现实世界系统中实施用户的隐私提供实用、可缩放的解决方案。","Vincent Cohen-Addad, Alessandro Epasto, Jason Lee, Morteza Zadimoghaddam",2025-07-31T11:14:17Z,Scalable contribution bounding to achieve privacy,Skalierbarer Beitrag zur Wahrung der Privatsphäre,实现隐私的可缩放贡献,http://arxiv.org/abs/2507.23432v1
8,"Most cloud platforms have a Function-as-a-Service (FaaS) offering that enables users to easily write highly scalable applications. To better understand how the platform's architecture impacts its performance, we present a research-focused testbed that can be adapted to quickly evaluate the impact of different architectures and technologies on the characteristics of scalability-focused FaaS platforms.","多数云层平台都有一个功能化服务平台(Faas-as-service ) , 使用户能够方便地写出高度可缩放的应用程序。 为了更好地了解平台的架构如何影响其性能,我们提出了一个以研究为重点的测试台,可用于快速评估不同架构和技术对以缩放为重点的Faas-service平台特性的影响。","Trever Schirmer, David Bermbach",2025-07-31T11:13:48Z,Towards a Testbed for Scalable FaaS Platforms,Auf dem Weg zu einem Testbett für skalierbare FaaS-Plattformen,迈向可缩放的 FaaS 平台测试台,http://arxiv.org/abs/2507.23431v1
9,"Serverless Function-as-a-Service (FaaS) is a popular cloud paradigm to quickly and cheaply implement complex applications. Because the function instances cloud providers start to execute user code run on shared infrastructure, their performance can vary. From a user perspective, slower instances not only take longer to complete, but also increase cost due to the pay-per-use model of FaaS services where execution duration is billed with microsecond accuracy. In this paper, we present Minos, a system to take advantage of this performance variation by intentionally terminating instances that are slow. Fast instances are not terminated, so that they can be re-used for subsequent invocations. One use case for this are data processing and machine learning workflows, which often download files as a first step, during which Minos can run a short benchmark. Only if the benchmark passes, the main part of the function is actually executed. Otherwise, the request is re-queued and the instance crashes itself, so that the platform has to assign the request to another (potentially faster) instance. In our experiments, this leads to a speedup of up to 13% in the resource intensive part of a data processing workflow, resulting in up to 4% faster overall performance (and consequently 4% cheaper prices). Longer and complex workflows lead to increased savings, as the pool of fast instances is re-used more often. For platforms exhibiting this behavior, users get better performance and save money by wasting more of the platforms resources.","无服务器 函数- as- service (FaaS) 是快速且廉价地实施复杂应用程序的流行云型模式。 因为功能性云供应商开始在共享基础设施上执行用户代码, 其性能可能各不相同。 从用户的角度来看, 较慢的事例不仅需要更长的时间来完成, 而且由于FaaS服务的付费- 使用模式而增加成本, 执行期以微秒的精确度计费。 在本文中, 我们向米诺斯展示一个系统, 利用这种性能变异, 故意终止缓慢的平台。 快速事例没有终止, 以便它们可以被重新用于以后的行业。 一个用于此功能的选项是数据处理和机器学习工作流程, 通常以第一步的方式下载文件文件, 其中米诺斯可以运行一个短的基准。 只有当基准过后, 该功能的主要部分才会实际执行。 否则, 请求会被重新排队和实例崩溃, 以便平台不得不将请求分配给另一个( 可能更快的) 。 在我们的实验中, 快速的事例是, 导致更快地将 13 % 的运行到更高的行为, 在资源快速的流程中, 快速的流程中, 更快的流程中, 导致更快速的运行 更快的流程中, 更快的流程 更快地处理。","Trever Schirmer, Valentin Carl, Nils Höller, Tobias Pfandzelter, David Bermbach",2025-07-31T11:07:25Z,Minos: Exploiting Cloud Performance Variation with Function-as-a-Service   Instance Selection,Minos: Nutzung der Cloud-Performance-Variante mit der Funktion-as-a-Service-Instanz-Auswahl,Minos: 利用云性工作表现变化与选择服务性功能项目,http://arxiv.org/abs/2505.12928v2
